"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","vFA (pi)","ERA","xERA","FIP","xFIP","WAR","playerid","mlbamid"
"Brad Keller","KCR","2","2","0","6","6","30.1","7.12","7.12","0.30",".280","78.2%","60.2%","5.0%","","3.56","4.76","4.80","5.42","0.2","15734","641745"
"Kyle Freeland","COL","2","3","0","6","6","33.1","5.67","2.16","1.89",".242","71.9%","39.0%","14.9%","89.0","4.32","4.15","5.57","5.08","0.2","16256","607536"
"Alex Wood","SFG","0","0","0","3","3","10.0","9.90","5.40","0.00",".286","75.0%","33.3%","0.0%","","1.80","4.63","3.58","5.49","0.2","13781","622072"
"Jimmy Cordero","NYY","1","0","0","10","0","10.1","11.32","0.87","0.87",".227","75.8%","56.5%","11.1%","98.7","2.61","3.00","2.71","2.83","0.2","15690","622772"
"Ryan Helsley","STL","0","2","3","9","0","10.0","11.70","4.50","0.90",".400","75.3%","38.5%","10.0%","99.4","4.50","3.09","3.58","3.87","0.2","18138","664854"
"Clay Holmes","NYY","0","1","4","10","0","9.2","11.17","4.66","0.00",".304","71.4%","52.2%","0.0%","","3.72","3.53","3.07","3.57","0.2","13649","605280"
"Caleb Thielbar","MIN","0","0","0","10","0","9.1","9.64","1.93","0.96",".227","90.9%","47.8%","11.1%","93.2","1.93","2.82","3.28","3.41","0.2","10078","573204"
"Matthew Boyd","DET","1","2","0","5","5","24.2","8.03","4.01","1.46",".288","69.1%","33.8%","11.1%","91.5","5.47","4.04","5.05","5.25","0.2","15440","571510"
"Kutter Crawford","BOS","1","1","0","6","2","24.1","8.88","0.74","1.85",".231","80.0%","32.9%","13.5%","95.0","3.70","2.63","4.33","4.07","0.2","20531","676710"
"JT Chargois","MIA","0","0","0","5","0","4.1","8.31","0.00","0.00",".000","100.0%","77.8%","0.0%","","0.00","0.96","1.54","1.90","0.2","13767","608638"
"Cristopher Sanchez","PHI","0","0","0","1","1","4.1","10.38","4.15","0.00",".385","57.1%","46.2%","0.0%","","6.23","4.99","2.46","3.92","0.2","20778","650911"
"Alex Vesia","LAD","0","2","0","12","0","9.1","13.50","4.82","0.96",".618","70.3%","38.2%","7.7%","94.2","8.68","5.76","3.38","4.20","0.2","25007","681911"
"Taijuan Walker","PHI","2","1","0","5","5","25.1","8.17","4.97","1.42",".254","71.4%","59.2%","21.1%","93.6","4.97","4.51","5.28","4.41","0.2","11836","592836"
"Miles Mikolas","STL","1","1","0","6","6","31.2","8.24","2.56","1.71",".375","71.4%","33.9%","15.8%","93.4","5.97","6.55","5.06","4.50","0.1","9803","571945"
"Xzavion Curry","CLE","0","0","0","6","0","18.0","6.00","2.00","0.50",".226","70.5%","30.2%","4.0%","93.3","2.50","3.53","3.44","4.92","0.1","25595","675540"
"Lance Lynn","CHW","0","4","0","6","6","32.2","11.57","4.13","2.20",".354","64.6%","34.8%","22.9%","92.6","7.16","5.84","5.47","3.98","0.1","2520","458681"
"Hector Neris","HOU","2","1","1","11","0","12.0","10.50","2.25","1.50",".179","83.3%","48.3%","20.0%","93.3","2.25","2.44","3.97","3.12","0.1","11804","593576"
"Ian Kennedy","TEX","0","1","0","9","0","7.0","11.57","2.57","0.00",".350","20.0%","40.0%","0.0%","92.7","7.71","2.54","2.10","4.36","0.1","6986","453178"
"Denyi Reyes","NYM","0","0","0","5","0","6.1","9.95","2.84","0.00",".214","100.0%","57.1%","0.0%","94.0","0.00","2.44","2.12","3.12","0.1","20526","660593"
"Brennan Bernardino","BOS","1","0","0","4","0","5.0","7.20","0.00","0.00",".375","83.3%","50.0%","0.0%","","0.00","4.30","1.78","2.73","0.1","16835","657514"
"Michael Grove","LAD","0","1","0","4","4","16.0","7.88","3.94","1.13",".373","53.4%","45.3%","11.1%","94.1","8.44","4.15","4.76","4.92","0.1","23221","675627"
"Ryan Pressly","HOU","0","2","3","12","0","11.1","7.15","1.59","0.79",".172","45.5%","56.7%","12.5%","94.6","3.97","3.09","3.47","3.44","0.1","7005","519151"
"Justin Bruihl","LAD","0","0","0","5","0","5.0","7.20","1.80","0.00",".267","80.0%","46.7%","0.0%","","1.80","1.68","2.38","4.60","0.1","23779","677865"
"Buck Farmer","CIN","0","3","0","13","0","13.0","6.92","4.15","0.69",".216","68.5%","36.1%","5.9%","93.3","4.15","3.14","4.46","5.53","0.1","14814","571656"
"Shelby Miller","LAD","1","0","1","11","0","12.0","8.25","6.00","0.00",".143","83.3%","32.1%","0.0%","93.4","1.50","4.09","3.55","5.66","0.1","10197","571946"
"Ryne Nelson","ARI","1","2","0","6","6","31.0","5.52","2.61","1.45",".317","62.5%","43.9%","13.5%","94.1","6.39","4.21","5.13","4.92","0.1","26253","669194"
"Patrick Corbin","WSN","1","4","0","6","6","31.1","6.03","2.59","1.72",".336","64.2%","47.4%","17.6%","91.5","5.74","6.89","5.39","4.63","0.1","9323","571578"
"Gregory Soto","PHI","1","2","0","14","0","12.2","11.37","5.68","0.71",".125","56.6%","40.0%","7.1%","98.4","2.84","2.82","3.78","4.50","0.1","19677","642397"
"Michael Rucker","CHC","1","1","0","12","0","10.2","11.81","2.53","0.84",".360","80.9%","46.2%","14.3%","95.2","3.38","3.84","3.38","3.21","0.1","19454","621074"
"Genesis Cabrera","STL","0","0","0","11","0","11.2","14.66","2.31","1.54",".286","97.6%","43.5%","22.2%","95.3","2.31","2.35","3.13","2.12","0.1","17490","650893"
"Chris Stratton","STL","0","0","0","10","0","14.1","6.91","1.26","0.63",".286","58.8%","37.2%","5.0%","93.0","4.40","4.01","3.17","4.48","0.1","13761","608717"
"Enyel De Los Santos","CLE","1","0","0","10","0","9.2","8.38","4.66","0.00",".250","75.0%","37.5%","0.0%","94.9","1.86","4.76","3.38","5.19","0.1","18403","660853"
"Keynan Middleton","CHW","0","0","0","9","0","7.0","16.71","3.86","1.29",".533","84.9%","37.5%","25.0%","96.1","3.86","5.61","2.81","1.86","0.1","15264","641871"
"Will Vest","DET","0","0","0","4","0","5.1","13.50","1.69","0.00",".200","100.0%","30.0%","0.0%","95.5","0.00","2.50","0.95","1.84","0.1","19769","676684"
"Lucas Sims","CIN","1","0","0","6","0","5.2","11.12","3.18","0.00",".091","100.0%","45.5%","0.0%","94.9","0.00","2.59","3.03","4.43","0.1","13470","608371"
"Connor Seabold","COL","0","0","0","7","0","13.2","8.56","1.98","0.66",".378","70.8%","37.0%","5.6%","93.1","5.27","4.01","3.75","4.89","0.1","19695","657756"
"Brady Singer","KCR","2","3","0","6","6","29.2","8.80","2.73","1.82",".341","47.9%","42.4%","21.4%","","8.49","6.84","5.07","3.94","0.1","25377","663903"
"Brock Burke","TEX","1","0","0","9","0","12.0","6.75","2.25","0.75",".306","88.2%","37.8%","5.9%","95.0","2.25","2.93","3.72","4.88","0.1","17968","656271"
"John Schreiber","BOS","1","0","0","14","0","13.0","11.08","4.85","0.69",".355","80.6%","54.8%","12.5%","93.6","2.77","3.28","3.77","3.74","0.1","20020","670167"
"Aaron Loup","LAA","0","2","0","10","0","8.1","8.64","4.32","0.00",".400","61.1%","50.0%","0.0%","91.5","5.40","3.68","3.62","5.34","0.1","10343","571901"
"Andrew Heaney","TEX","2","2","0","5","5","24.2","9.49","3.65","1.46",".262","73.9%","30.8%","12.9%","92.3","4.38","4.60","5.09","4.97","0.1","15423","571760"
"Kenta Maeda","MIN","0","4","0","4","4","16.0","7.88","1.69","1.69",".377","45.9%","29.6%","11.1%","89.9","9.00","4.63","4.63","4.87","0.1","18498","628317"
"Jimmy Yacabonis","NYM","2","0","0","3","0","5.2","7.94","3.18","0.00",".429","66.7%","47.6%","0.0%","","6.35","4.27","3.21","4.61","0.1","15157","642231"
"Mark Leiter Jr.","CHC","1","0","0","12","0","10.2","14.34","5.06","0.84",".286","95.6%","31.8%","16.7%","91.4","1.69","4.95","3.66","3.34","0.1","15551","643410"
"Josh Sborz","TEX","0","0","0","5","0","8.1","11.88","2.16","1.08",".222","100.0%","47.4%","16.7%","96.8","1.08","1.91","3.02","2.61","0.1","18323","622250"
"Josh Staumont","KCR","0","0","0","6","0","6.1","15.63","4.26","0.00",".182","71.4%","18.2%","0.0%","95.9","2.84","3.68","2.28","4.03","0.1","18335","622251"
"Michael Tonkin","ATL","2","1","0","7","0","14.1","8.16","1.88","1.26",".118","80.6%","42.9%","13.3%","","2.51","3.11","4.01","3.86","0.1","10315","543859"
"Jaime Barria","LAA","1","1","0","8","0","16.1","9.37","3.31","1.10",".231","72.4%","50.0%","16.7%","93.0","2.76","2.93","4.18","3.75","0.1","18356","642545"
"Jeff Brigham","NYM","0","0","0","5","0","5.2","14.29","1.59","1.59",".100","100.0%","18.2%","16.7%","94.1","1.59","1.40","3.03","2.42","0.1","16631","656257"
"Ronel Blanco","HOU","0","0","0","8","0","11.0","13.09","4.09","0.82",".452","61.2%","28.1%","6.7%","95.2","4.91","4.48","3.29","4.27","0.1","19407","669854"
"Zack Thompson","STL","1","2","0","11","0","11.2","13.89","6.94","0.77",".407","71.4%","37.0%","16.7%","94.9","4.63","5.09","3.73","3.43","0.1","25918","668868"
"Max Scherzer","NYM","2","1","0","4","4","19.1","7.91","4.19","1.86",".213","86.2%","27.5%","14.3%","93.7","3.72","4.21","5.71","5.32","0.1","3137","453286"
"Andres Munoz","SEA","0","0","1","4","0","3.1","8.10","2.70","0.00",".364","100.0%","72.7%","0.0%","101.0","0.00","3.40","2.48","3.91","0.1","20373","662253"
"Connor Brogdon","PHI","1","0","0","13","0","14.1","8.16","2.51","1.26",".282","84.5%","30.0%","10.0%","95.0","2.51","4.60","4.22","4.62","0.1","21205","641401"
"Emmanuel Clase","CLE","1","2","9","15","0","14.1","5.02","2.51","0.63",".244","68.5%","59.1%","9.1%","","1.88","3.07","4.01","4.32","0.1","21032","661403"
"Michael Fulmer","CHC","0","2","1","13","0","12.1","11.68","3.65","1.46",".387","61.7%","27.3%","14.3%","94.8","6.57","6.51","4.11","3.81","0.1","13218","605242"
"Tyler Rogers","SFG","0","2","1","13","0","15.1","8.22","2.35","1.17",".205","80.4%","50.0%","13.3%","","2.93","1.93","4.04","3.89","0.1","15541","643511"
