"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","vFA (pi)","ERA","xERA","FIP","xFIP","WAR","playerid"
"Bryan Abreu","HOU","4","0","1","32","0","37.2","13.14","4.06","0.24",".365","75.6%","46.5%","3.6%","97.5","2.63","3.22","2.21","2.97","0.7","16609"
"Tanner Houck","BOS","5","4","8","32","4","60.0","8.40","3.30","0.45",".288","75.5%","50.9%","7.1%","95.5","3.15","3.80","3.30","3.69","0.7","19879"
"Giovanny Gallegos","STL","2","4","10","37","0","39.1","11.44","2.52","1.14",".301","73.0%","23.7%","8.9%","94.4","3.43","3.17","3.07","3.53","0.7","14986"
"Chris Flexen","SEA","7","8","0","20","20","111.0","6.16","3.32","1.14",".281","80.4%","32.8%","8.8%","91.9","3.73","4.84","4.55","5.04","0.7","13896"
"Nick Nelson","PHI","3","2","0","28","2","50.0","9.18","4.50","0.18",".301","67.1%","38.0%","2.0%","96.4","4.14","3.80","3.02","4.27","0.7","20153"
"Jesse Chavez","- - -","1","1","0","34","1","44.0","10.23","2.45","0.82",".342","81.7%","37.5%","9.8%","91.0","2.66","4.31","2.91","3.12","0.7","5448"
"Daniel Bard","COL","3","3","22","38","0","38.2","10.24","4.42","0.70",".196","84.7%","53.2%","9.7%","98.3","1.86","2.58","3.48","3.66","0.7","7115"
"Penn Murfee","SEA","2","0","0","42","1","46.0","10.37","1.76","0.78",".226","80.2%","33.6%","7.3%","89.2","2.35","2.14","2.60","3.24","0.7","25174"
"Nathan Eovaldi","BOS","5","3","0","16","16","87.2","8.83","1.64","1.85",".294","74.0%","47.8%","18.8%","96.2","4.11","4.22","4.41","3.36","0.7","9132"
"Yimi Garcia","TOR","1","3","0","36","0","35.1","8.92","2.04","0.76",".213","71.9%","35.9%","6.3%","94.7","2.55","2.28","3.09","4.00","0.7","12095"
"Matt Moore","TEX","4","2","2","37","0","49.0","9.73","4.78","0.37",".264","80.8%","52.1%","4.8%","94.3","1.84","2.56","3.14","3.88","0.7","1890"
"Alex Colome","COL","2","4","4","42","0","39.2","6.13","2.95","0.23",".323","64.1%","56.9%","2.9%","94.6","3.40","4.80","3.07","4.05","0.7","6661"
"Nick Lodolo","CIN","3","3","0","8","8","38.1","12.68","3.76","1.17",".406","78.3%","41.6%","15.6%","94.4","4.23","3.88","3.80","3.34","0.7","26378"
"Mitch White","LAD","1","2","0","15","10","56.0","7.55","3.05","0.96",".276","73.9%","40.5%","9.5%","93.8","3.70","4.14","3.96","4.24","0.7","19225"
"Lucas Luetge","NYY","3","4","1","35","0","38.1","8.69","2.82","0.47",".309","75.8%","39.3%","4.2%","","2.82","2.88","2.88","4.07","0.7","8337"
"Connor Overton","CIN","1","0","0","4","4","24.2","3.65","2.55","0.00",".208","77.3%","43.1%","0.0%","91.6","1.82","3.86","3.16","4.72","0.7","18376"
"David Phelps","TOR","0","2","1","44","0","41.1","8.27","4.35","0.00",".273","74.5%","38.3%","0.0%","93.3","2.40","3.67","2.80","4.21","0.7","6316"
"Tylor Megill","NYM","4","2","0","9","9","41.1","10.23","2.40","1.31",".303","65.7%","42.9%","16.2%","95.8","5.01","4.25","3.60","3.04","0.6","21318"
"Hoby Milner","MIL","3","1","0","43","0","40.0","8.10","2.03","0.23",".287","70.8%","51.3%","2.9%","89.3","2.93","3.08","2.69","3.67","0.6","13346"
"Raisel Iglesias","LAA","2","6","16","39","0","35.2","12.11","2.27","1.26",".293","66.7%","30.2%","12.2%","95.3","4.04","3.41","3.17","3.06","0.6","17130"
"Jimmy Herget","LAA","1","1","1","26","1","38.1","8.45","1.41","0.94",".252","66.9%","41.9%","11.8%","92.6","3.52","3.29","3.14","3.11","0.6","17556"
"Caleb Thielbar","MIN","2","0","1","41","0","36.1","12.14","3.72","0.99",".318","66.8%","31.5%","9.5%","92.7","4.71","2.99","3.09","3.38","0.6","10078"
"Austin Voth","- - -","1","1","0","30","7","50.1","8.76","2.86","1.25",".365","65.5%","38.9%","12.1%","93.9","5.54","4.55","3.93","3.84","0.6","15047"
"David Robertson","- - -","3","0","15","37","0","41.1","11.54","4.14","0.87",".213","88.8%","47.8%","10.5%","","2.18","2.90","3.41","3.52","0.6","8241"
"Jakob Junis","SFG","4","2","0","12","9","58.1","7.41","1.85","1.08",".256","84.6%","46.2%","11.9%","91.9","2.78","4.05","3.75","3.69","0.6","13619"
"Jesus Luzardo","MIA","2","4","0","7","7","34.0","12.18","4.24","1.06",".236","66.9%","39.5%","13.3%","97.1","3.97","3.39","3.35","3.13","0.6","19959"
"Josh Hader","- - -","2","4","29","38","0","35.0","15.43","3.09","1.80",".297","78.8%","28.2%","18.4%","","4.11","3.20","3.40","2.42","0.6","14212"
"Paul Sewald","SEA","3","2","13","43","0","42.2","9.91","2.32","1.27",".140","84.7%","33.7%","12.2%","92.7","2.53","2.40","3.66","3.54","0.6","13892"
"Jose Quijada","LAA","0","3","2","21","0","20.0","10.80","5.40","0.00",".265","69.2%","34.7%","0.0%","94.5","3.15","2.10","2.67","4.45","0.6","19200"
"Madison Bumgarner","ARI","6","10","0","21","21","110.1","6.36","2.94","1.22",".289","74.1%","39.3%","10.3%","91.1","3.83","4.97","4.61","4.81","0.6","5524"
"Cionel Perez","BAL","6","1","1","43","0","37.1","8.44","3.62","0.48",".286","92.6%","50.0%","6.3%","97.0","1.21","4.11","3.22","3.80","0.6","19614"
"Lucas Gilbreath","COL","0","0","0","38","0","36.1","10.65","4.95","0.50",".318","74.7%","45.3%","7.4%","93.9","3.47","3.72","3.28","3.67","0.6","21290"
"Zach Davies","ARI","2","4","0","16","16","82.0","6.91","3.07","1.32",".252","68.1%","43.5%","12.2%","","4.28","3.91","4.58","4.45","0.6","13183"
"Andrew Bellatti","PHI","2","3","1","39","1","35.1","13.75","3.31","1.27",".347","73.0%","25.6%","11.9%","94.6","3.31","3.08","3.00","2.93","0.6","10657"
"Michael Lorenzen","LAA","6","6","0","13","13","71.0","6.97","3.80","1.01",".280","67.6%","51.9%","11.8%","95.1","4.94","4.08","4.47","4.43","0.6","14843"
"Ryan Brasier","BOS","0","2","1","42","0","39.1","9.61","1.83","1.14",".357","58.7%","41.9%","11.9%","95.7","5.49","3.83","3.24","3.18","0.6","5615"
"Dylan Lee","ATL","2","0","0","23","0","28.0","9.96","1.29","0.96",".235","90.4%","42.9%","10.3%","92.1","1.61","2.66","2.72","2.87","0.6","19996"
"David Peterson","NYM","5","2","0","17","13","73.2","10.51","4.28","1.10",".288","75.8%","53.8%","17.6%","93.4","3.54","3.91","4.04","3.48","0.6","20302"
"Camilo Doval","SFG","3","5","13","44","0","43.0","11.30","3.77","0.84",".302","69.4%","49.5%","11.8%","","3.14","3.06","3.21","3.18","0.6","21992"
"Gregory Soto","DET","2","5","20","38","0","37.0","9.24","3.89","0.24",".269","71.4%","46.8%","2.7%","98.6","2.19","4.16","3.28","4.41","0.6","19677"
"Taylor Clarke","KCR","2","1","2","41","0","44.1","7.92","1.42","1.02",".300","68.9%","35.3%","8.3%","95.7","3.65","3.10","3.37","3.91","0.6","17611"
"Tim Hill","SDP","2","0","0","36","0","32.0","3.94","1.41","0.00",".321","69.0%","58.6%","0.0%","91.3","3.38","2.70","2.80","4.01","0.6","16814"
"Adam Cimber","TOR","8","4","4","47","0","44.1","7.31","2.03","0.81",".287","72.3%","40.8%","8.7%","86.7","3.25","3.15","3.55","3.92","0.6","15288"
"Jordan Romano","TOR","3","2","25","40","0","39.2","9.98","3.18","0.91",".253","80.2%","39.8%","10.0%","96.6","2.50","4.16","3.34","3.53","0.6","16122"
"Cal Quantrill","CLE","7","5","0","20","20","117.0","5.77","2.62","1.23",".287","73.8%","41.2%","11.7%","93.7","4.08","4.77","4.69","4.65","0.6","19312"
"Alex Vesia","LAD","3","0","1","41","0","33.1","12.42","4.05","0.54",".329","76.4%","35.4%","6.9%","93.8","3.24","3.39","2.67","3.18","0.6","25007"
"Dennis Santana","TEX","3","6","1","46","0","40.2","7.30","3.98","0.22",".270","49.4%","51.6%","2.8%","97.7","5.09","3.62","3.29","4.29","0.6","17878"
"Alex Lange","DET","4","2","0","45","0","40.2","11.51","4.20","0.66",".292","73.2%","55.7%","10.7%","96.2","3.10","3.17","3.07","3.13","0.6","19883"
"Duane Underwood Jr.","PIT","0","3","0","24","0","30.0","9.90","3.90","0.30",".341","68.1%","47.6%","4.3%","96.3","3.90","3.78","2.85","3.56","0.6","14677"
"Jose Berrios","TOR","8","4","0","21","21","114.1","8.34","2.13","1.73",".310","74.5%","38.5%","15.7%","93.9","4.96","5.17","4.63","3.95","0.6","14168"
"Andre Pallante","STL","4","4","0","28","10","82.0","6.48","2.96","0.88",".319","83.0%","62.5%","17.4%","95.3","3.18","3.67","3.97","3.54","0.6","26108"
"Jalen Beeks","TBR","1","1","1","26","6","43.0","10.88","3.14","1.05",".294","88.6%","44.9%","11.6%","95.3","2.51","3.29","3.33","3.30","0.6","17192"
"A.J. Puk","OAK","2","1","2","40","0","44.1","9.14","2.23","0.61",".257","82.6%","45.1%","8.1%","96.7","2.03","3.39","3.12","3.48","0.6","19343"
"Mark Melancon","ARI","3","10","14","41","0","36.2","6.38","3.19","0.49",".347","56.9%","44.8%","5.0%","91.0","4.66","3.97","3.55","4.47","0.6","4264"
"Connor Brogdon","PHI","2","0","1","25","0","23.0","10.57","2.35","0.78",".276","89.6%","28.1%","6.7%","95.3","1.96","2.38","2.68","3.49","0.6","21205"
"Griffin Jax","MIN","5","3","1","39","0","49.0","9.73","2.57","0.92",".285","71.4%","51.2%","11.1%","95.3","3.49","3.10","3.26","3.30","0.6","20253"
"Ryne Stanek","HOU","1","0","1","39","0","36.1","9.91","4.95","0.50",".229","94.2%","37.6%","5.7%","98.7","1.24","3.08","3.28","4.00","0.5","15947"
"Sam Moll","OAK","2","0","0","40","0","33.2","9.89","4.28","0.53",".232","85.2%","52.4%","7.7%","","1.60","2.50","3.21","3.58","0.5","14874"
"Adam Ottavino","NYM","5","2","0","41","0","40.2","10.40","2.43","0.89",".245","87.9%","51.0%","12.5%","94.9","2.21","2.60","3.19","3.08","0.5","1247"
"Aaron Civale","CLE","2","5","0","12","12","54.0","8.67","2.50","1.33",".350","59.1%","37.7%","12.1%","90.7","6.17","4.74","4.23","4.12","0.5","19479"
"Hunter Greene","CIN","4","12","0","20","20","102.2","11.13","3.59","2.02",".284","73.3%","27.9%","17.3%","98.8","5.26","4.31","4.96","3.97","0.5","22182"
"Kyle Nelson","ARI","1","0","0","38","1","34.1","7.08","2.10","0.26",".234","82.3%","41.3%","2.9%","91.8","1.57","3.36","2.80","3.93","0.5","20515"
"Jose Alvarado","PHI","3","2","1","38","0","30.1","13.65","5.93","0.59",".384","64.3%","61.3%","13.3%","98.1","5.04","3.49","3.02","2.90","0.5","17780"
"Daulton Jefferies","OAK","1","7","0","8","8","39.1","6.41","1.83","0.92",".323","59.5%","46.6%","8.0%","92.8","5.72","3.67","3.78","4.35","0.5","19345"
"Steven Matz","STL","4","3","0","10","10","42.2","10.76","1.90","1.69",".336","66.2%","37.1%","18.2%","","5.70","3.72","3.94","3.03","0.5","13361"
"Wandy Peralta","NYY","2","3","1","39","0","40.0","7.20","2.70","0.45",".263","78.2%","54.4%","5.9%","95.2","2.48","2.54","3.14","3.76","0.5","14295"
"Eduardo Rodriguez","DET","1","3","0","8","8","39.0","7.85","3.92","0.92",".272","56.0%","37.6%","8.3%","92.4","4.38","3.99","4.01","4.51","0.5","13164"
"Scott Barlow","KCR","4","4","17","45","0","49.2","8.70","2.36","1.09",".262","79.8%","50.4%","13.0%","93.6","2.36","3.22","3.72","3.53","0.5","14993"
"Eric Lauer","MIL","7","3","0","19","19","105.2","9.11","3.15","1.70",".259","78.4%","32.6%","14.9%","93.4","3.75","3.99","4.66","4.08","0.5","19316"
"Kendall Graveman","CHW","3","2","5","45","0","45.2","9.26","3.55","0.79",".323","77.1%","54.9%","11.8%","96.5","2.76","3.46","3.38","3.35","0.5","15514"
"Will Vest","DET","3","2","1","35","0","40.1","9.37","2.90","0.67",".290","73.1%","52.3%","10.3%","95.2","3.12","3.34","3.04","3.14","0.5","19769"
"Erick Fedde","WSN","5","7","0","19","19","92.2","6.80","4.56","1.26",".297","72.9%","42.6%","12.3%","","4.95","5.00","4.95","4.83","0.5","17425"
"Drew Smyly","CHC","3","6","0","13","13","59.0","7.32","2.14","1.68",".298","74.7%","46.1%","14.7%","","4.42","4.52","4.73","4.19","0.5","11760"
"Brad Hand","PHI","2","1","4","40","0","31.2","7.67","4.55","0.00",".247","81.0%","42.9%","0.0%","92.7","1.99","3.64","3.40","4.76","0.5","9111"
"Tyler Rogers","SFG","2","3","0","46","0","49.0","5.51","2.94","0.18",".304","62.7%","56.3%","2.3%","83.5","4.78","3.27","3.38","4.45","0.5","15541"
"Jason Foley","DET","1","0","0","37","0","39.2","5.45","2.27","0.00",".326","77.8%","55.9%","0.0%","96.4","2.72","3.67","2.81","4.05","0.5","19531"
"Brusdar Graterol","LAD","2","3","3","37","0","40.1","7.81","2.23","0.67",".239","68.8%","61.6%","10.3%","99.4","3.35","2.60","3.32","3.42","0.5","20367"
"Wade Miley","CHC","1","0","0","4","4","19.0","5.68","3.79","0.00",".259","75.0%","53.4%","0.0%","89.7","2.84","3.64","3.27","4.53","0.4","8779"
"Tanner Scott","MIA","4","4","14","46","0","43.2","12.78","6.18","0.62",".299","65.8%","43.9%","10.3%","96.8","4.33","3.83","3.44","3.53","0.4","17586"
"Chad Kuhl","COL","6","7","0","20","20","103.0","6.64","4.02","1.49",".296","71.2%","36.6%","12.6%","93.5","5.16","4.90","5.21","5.02","0.4","14975"
"Matt Bush","- - -","2","1","1","41","5","37.2","10.99","2.39","1.19",".269","68.6%","38.5%","13.2%","97.4","3.35","2.32","3.36","3.13","0.4","1246"
"Chris Stratton","- - -","5","4","2","41","1","41.2","8.21","2.81","0.86",".367","65.7%","41.5%","8.9%","92.7","4.97","4.40","3.55","3.91","0.4","13761"
"JP Sears","NYY","3","0","0","7","2","22.0","6.14","2.05","0.41",".213","80.6%","42.6%","3.7%","93.6","2.05","3.46","3.16","4.40","0.4","23429"
"Packy Naughton","STL","0","2","1","19","3","24.0","8.63","1.88","0.75",".299","66.1%","56.5%","10.0%","92.8","4.13","2.44","2.91","3.06","0.4","23292"
"Lance Lynn","CHW","2","4","0","10","10","53.2","9.56","1.68","1.84",".316","59.0%","42.6%","19.0%","92.8","5.87","4.61","4.44","3.38","0.4","2520"
"Dakota Hudson","STL","6","6","0","19","19","101.0","4.81","3.92","0.71",".276","73.2%","52.2%","9.1%","91.7","4.10","5.45","4.62","4.89","0.4","19206"
"Alex Faedo","DET","1","5","0","12","12","53.2","7.38","4.19","1.17",".335","69.4%","31.2%","9.2%","92.8","5.53","5.45","4.63","5.04","0.4","19874"
"Trevor Williams","NYM","2","5","1","19","8","58.2","8.44","2.30","1.38",".275","79.8%","36.1%","12.7%","91.1","3.38","3.88","4.05","3.86","0.4","16977"
"Victor Arano","WSN","1","0","1","30","0","29.1","9.20","1.84","0.92",".317","59.7%","53.6%","12.5%","94.3","4.60","2.42","3.12","3.00","0.4","15915"
"Jackson Stephens","ATL","1","2","2","25","0","35.2","9.34","3.53","0.50",".268","65.5%","47.5%","6.7%","94.0","2.52","2.94","3.12","3.64","0.4","14420"
"Kyle Hendricks","CHC","4","6","0","16","16","84.1","7.04","2.56","1.60",".282","73.6%","36.2%","13.5%","87.1","4.80","5.00","4.82","4.47","0.4","12049"
"Yency Almonte","LAD","0","0","1","29","0","31.1","8.62","2.87","0.57",".208","95.7%","46.8%","7.7%","95.8","1.15","3.20","3.28","3.68","0.4","15068"
"Enyel De Los Santos","CLE","2","0","1","31","0","33.2","10.43","3.21","0.80",".282","78.2%","42.5%","10.7%","95.8","3.21","4.40","3.12","3.20","0.4","18403"
"Taylor Hearn","TEX","4","6","0","17","13","72.1","8.21","4.23","1.12",".336","68.9%","39.2%","11.0%","94.6","5.35","5.31","4.44","4.51","0.4","18325"
"Cody Stashak","MIN","3","0","0","11","0","16.1","8.27","0.00","0.55",".306","61.6%","26.0%","3.8%","90.9","3.86","2.79","2.08","3.65","0.4","18088"
"Jovani Moran","MIN","0","1","1","20","0","23.1","11.96","5.79","0.00",".250","78.6%","51.9%","0.0%","93.2","1.93","2.83","2.39","3.47","0.4","20422"
"Trevor Rogers","MIA","4","10","0","19","19","87.2","8.52","4.21","1.23",".336","65.5%","40.9%","12.4%","94.6","5.85","4.90","4.58","4.44","0.4","22286"
"Ryan Feltner","COL","1","3","0","9","8","40.2","8.41","2.43","1.55",".331","67.0%","43.8%","16.3%","94.6","5.75","5.55","4.52","3.85","0.4","21446"
"Colin Holderman","- - -","5","0","0","16","0","18.2","8.68","3.86","0.00",".277","71.4%","46.8%","0.0%","96.4","1.93","3.41","2.47","3.83","0.4","22361"
"Dany Jimenez","OAK","2","4","11","26","0","24.2","8.39","4.38","0.36",".257","57.4%","46.5%","3.4%","94.3","4.38","3.13","3.24","4.46","0.4","21170"
"Chris Martin","- - -","1","0","0","36","0","33.1","10.80","1.08","1.62",".367","75.1%","51.6%","21.4%","95.3","4.32","3.34","3.42","2.33","0.4","11847"
"John Means","BAL","0","0","0","2","2","8.0","7.88","2.25","0.00",".320","70.0%","40.0%","0.0%","92.3","3.38","4.31","2.12","3.79","0.4","16269"
"Joey Krehbiel","BAL","4","3","1","36","0","38.1","7.75","3.05","0.94",".225","79.1%","44.3%","10.8%","94.3","2.35","3.46","3.85","3.93","0.4","13707"
"Drew Hutchison","DET","1","4","0","17","7","49.2","5.80","4.35","0.72",".270","66.2%","43.5%","6.8%","92.9","4.53","5.00","4.33","5.04","0.3","10732"
"Sam Hentges","CLE","3","2","0","37","0","38.0","9.71","3.32","0.71",".286","74.2%","55.6%","10.7%","96.0","3.55","3.49","3.17","3.24","0.3","18548"
"Hunter Harvey","WSN","0","0","0","14","0","12.2","10.66","1.42","0.00",".214","50.0%","32.1%","0.0%","97.6","2.84","2.15","1.22","2.87","0.3","15507"
"Chad Green","NYY","1","1","1","14","0","15.0","9.60","3.00","0.60",".300","72.3%","25.0%","4.5%","94.8","3.00","3.22","2.85","4.16","0.3","15552"
"Konnor Pilkington","CLE","1","2","0","12","9","45.1","7.94","4.76","0.79",".324","70.6%","39.9%","7.4%","92.1","4.17","4.74","4.22","4.84","0.3","21453"
"James Karinchak","CLE","0","0","0","11","0","12.2","14.92","4.97","0.00",".292","78.6%","33.3%","0.0%","95.3","2.13","2.77","1.46","2.75","0.3","20151"
"Alexis Diaz","CIN","3","1","4","38","0","39.2","11.12","4.76","0.91",".155","81.9%","31.8%","8.5%","95.8","2.04","3.29","3.77","4.22","0.3","21132"
"Janson Junk","LAA","1","0","0","2","1","6.0","13.50","1.50","0.00",".357","100.0%","78.6%","0.0%","92.9","0.00","1.19","0.62","1.11","0.3","23301"
"Ian Kennedy","ARI","4","4","5","38","0","34.1","8.39","3.67","1.05",".276","76.1%","19.8%","7.7%","93.2","3.15","4.52","3.99","4.73","0.3","6986"
"Zach Pop","MIA","2","0","0","18","0","20.0","6.30","0.90","0.45",".338","69.1%","63.1%","7.7%","","3.60","2.99","2.82","3.13","0.3","20185"
"Matthew Festa","SEA","2","0","2","32","0","32.0","12.66","2.25","1.41",".275","74.1%","38.4%","13.9%","92.9","3.66","2.90","3.27","2.91","0.3","19330"
"Ron Marinaccio","NYY","1","0","0","22","0","26.0","10.73","4.15","0.35",".167","82.0%","40.7%","3.7%","94.5","2.08","2.72","3.19","4.24","0.3","23488"
"Rowan Wick","CHC","2","5","4","42","0","43.1","9.14","4.15","0.83",".386","69.6%","45.9%","10.3%","94.8","4.36","4.93","3.74","3.88","0.3","14646"
"Aaron Loup","LAA","0","3","0","43","0","37.2","10.51","3.11","0.96",".308","53.7%","46.2%","11.8%","","4.54","4.58","3.59","3.56","0.3","10343"
"Pierce Johnson","SDP","0","1","0","6","0","6.0","16.50","6.00","0.00",".462","70.0%","61.5%","0.0%","95.0","4.50","2.46","1.45","1.95","0.3","13435"
"Sean Doolittle","WSN","0","0","0","6","0","5.1","10.13","0.00","0.00",".091","100.0%","27.3%","0.0%","93.5","0.00","1.05","0.87","3.10","0.3","1581"
"Josh Winder","MIN","4","3","0","10","6","45.1","5.76","2.78","1.19",".261","74.6%","37.5%","10.2%","94.3","3.77","4.05","4.62","4.83","0.3","24606"
"Trevor Megill","MIN","2","1","0","19","0","23.1","8.87","2.70","0.77",".250","75.5%","50.0%","10.0%","97.5","1.93","3.88","3.16","3.32","0.3","17722"
"Keegan Akin","BAL","2","1","2","28","0","59.1","7.58","1.97","1.37",".209","92.0%","48.2%","15.5%","93.5","2.43","3.97","4.06","3.54","0.3","19362"
"Rony Garcia","DET","3","3","0","16","8","51.0","8.47","2.29","1.59",".235","67.6%","31.2%","13.6%","93.0","4.41","6.24","4.53","4.16","0.3","20430"
"Jacob deGrom","NYM","0","0","0","1","1","5.0","10.80","0.00","0.00",".273","66.7%","54.5%","0.0%","99.5","1.80","1.11","0.72","1.31","0.3","10954"
"Kyle Finnegan","WSN","2","2","4","43","0","42.2","9.28","2.74","1.48",".257","78.0%","46.4%","18.9%","96.7","3.38","3.29","4.10","3.26","0.3","15009"
"Josh Staumont","KCR","2","1","3","35","0","32.0","10.41","6.19","0.56",".300","71.4%","28.0%","5.3%","96.4","4.22","4.77","3.77","4.73","0.3","18335"
"Tyler Alexander","DET","2","5","0","16","6","42.1","5.10","2.13","1.06",".270","66.7%","37.9%","8.8%","90.2","4.04","4.90","4.23","4.69","0.3","17735"
"Luke Weaver","- - -","1","1","0","13","1","17.1","10.90","3.12","0.52",".436","58.8%","41.1%","7.1%","94.4","7.27","4.90","2.66","3.11","0.3","16918"
"Tayler Scott","SDP","0","1","0","5","0","8.2","11.42","4.15","0.00",".462","62.5%","50.0%","0.0%","94.1","5.19","3.97","1.96","3.34","0.3","13652"
"Chris Archer","MIN","2","5","0","18","18","73.1","7.61","4.91","1.10",".238","72.1%","39.2%","10.7%","93.3","4.05","4.80","4.78","4.89","0.3","6345"
"Dominic Leone","SFG","3","3","3","41","0","37.0","9.49","3.41","0.97",".343","76.4%","44.4%","10.8%","95.2","3.89","3.46","3.55","3.63","0.3","13763"
"Dylan Floro","MIA","0","0","2","31","0","29.1","6.14","2.15","0.61",".258","58.2%","50.0%","6.9%","91.8","3.38","3.24","3.36","3.94","0.3","13394"
"Cole Sulser","MIA","1","3","2","26","0","23.1","10.03","3.86","0.77",".316","62.5%","40.4%","10.5%","92.0","3.86","4.40","3.29","3.38","0.2","15256"
"Joe Kelly","CHW","1","2","1","25","0","22.1","12.09","6.04","0.40",".386","63.8%","69.0%","10.0%","97.5","5.64","3.34","3.16","3.25","0.2","9761"
"Tanner Rainey","WSN","1","3","12","29","0","30.0","10.80","3.90","1.50",".284","71.9%","31.6%","12.5%","97.0","3.30","3.91","4.18","4.00","0.2","17610"
"Austin Davis","BOS","1","1","0","40","3","43.2","10.51","4.33","1.03",".310","76.7%","34.2%","9.6%","94.0","4.12","4.37","4.06","4.34","0.2","17117"
"Diego Castillo","SEA","7","1","6","39","0","36.2","8.84","4.17","0.74",".292","67.7%","44.4%","9.7%","95.7","3.93","3.34","3.77","3.96","0.2","17496"
"Phoenix Sanders","TBR","0","0","0","8","0","14.2","7.36","1.84","0.00",".286","66.7%","41.5%","0.0%","89.8","3.07","4.31","2.09","3.72","0.2","20541"
"Beau Brieske","DET","3","6","0","15","15","81.2","5.95","2.76","1.54",".241","75.6%","37.5%","12.5%","94.4","4.19","5.52","4.98","4.79","0.2","26079"
"Archie Bradley","LAA","0","1","2","21","0","18.2","7.23","3.38","0.48",".291","48.7%","57.1%","6.7%","94.0","4.82","3.32","3.33","3.83","0.2","12918"
"Robert Dugger","- - -","0","0","0","3","0","12.0","12.75","2.25","0.75",".452","72.3%","37.5%","12.5%","90.5","4.50","3.49","2.12","2.02","0.2","19191"
"Clarke Schmidt","NYY","4","2","2","16","1","30.0","8.70","4.50","0.60",".237","78.3%","42.3%","6.5%","94.5","2.40","2.88","3.65","4.32","0.2","19899"
"Buck Farmer","CIN","0","1","1","19","0","21.1","11.81","5.48","0.84",".382","64.3%","39.3%","10.0%","94.7","5.91","4.11","3.68","3.85","0.2","14814"
"Sean Hjelle","SFG","0","1","0","3","0","6.0","13.50","3.00","0.00",".476","33.3%","57.1%","0.0%","91.9","9.00","3.88","1.12","1.86","0.2","21481"
"Brad Boxberger","MIL","3","2","1","42","0","40.0","8.55","4.05","0.90",".257","83.3%","34.9%","8.5%","92.9","2.70","3.83","3.94","4.39","0.2","10133"
"Jose Suarez","LAA","3","4","0","13","11","55.1","8.62","4.07","1.46",".306","77.3%","35.2%","13.6%","92.9","4.55","4.61","4.83","4.49","0.2","19911"
"Ryan Pepiot","LAD","1","0","0","4","4","16.1","10.47","6.61","0.55",".243","84.1%","27.0%","5.0%","94.2","2.76","3.72","4.16","5.18","0.2","26221"
"Ian Gibaut","- - -","0","0","0","11","0","12.0","12.75","4.50","0.75",".448","76.5%","26.7%","7.1%","96.4","4.50","3.70","3.12","3.77","0.2","17871"
"Justin Wilson","CIN","0","1","0","5","0","3.2","17.18","0.00","0.00",".500","66.7%","50.0%","0.0%","95.3","2.45","1.44","-0.70","0.11","0.2","4301"
"Caleb Ferguson","LAD","1","0","0","15","0","14.2","7.36","3.68","0.00",".094","100.0%","50.0%","0.0%","94.4","0.00","2.58","2.91","4.13","0.2","19349"
"Kyle Bradish","BAL","1","4","0","12","12","56.1","9.27","3.36","1.92",".377","68.6%","43.5%","21.1%","","6.55","5.66","5.16","3.89","0.2","24586"
"Daniel Mengden","KCR","0","0","1","4","0","4.1","12.46","0.00","0.00",".417","60.0%","41.7%","0.0%","92.5","2.08","2.28","0.35","2.06","0.2","16980"
"Kyle Barraclough","LAA","0","1","0","8","0","9.0","9.00","4.00","0.00",".292","72.7%","25.0%","0.0%","93.3","3.00","4.34","2.45","4.27","0.2","13713"
"Joey Wentz","DET","0","1","0","2","2","6.2","6.75","2.70","0.00",".364","40.0%","45.5%","0.0%","93.4","8.10","6.40","2.52","3.85","0.2","19962"
"Jose Urena","- - -","1","3","0","10","6","38.2","4.66","4.89","0.70",".288","62.3%","50.4%","7.7%","96.3","4.66","5.85","4.72","5.21","0.2","11589"
"Davis Martin","CHW","1","3","0","7","3","30.1","6.82","2.67","1.19",".286","69.8%","38.7%","12.1%","93.9","4.75","5.07","4.30","4.21","0.2","21448"
"Vince Velasquez","CHW","3","3","0","14","8","46.2","8.10","3.09","1.54",".279","66.3%","33.8%","11.9%","93.6","5.21","5.66","4.70","4.61","0.2","11189"
"Carl Edwards Jr.","WSN","3","3","0","33","0","38.0","8.53","4.03","0.95",".222","77.5%","55.3%","12.9%","94.6","3.08","2.90","3.93","3.78","0.2","13607"
"Nick Martinez","SDP","3","3","4","23","10","78.2","7.89","3.55","1.37",".287","81.5%","46.6%","14.8%","93.3","3.55","4.08","4.64","4.19","0.2","12730"
"Peter Strzelecki","MIL","1","0","0","7","0","11.0","11.45","3.27","0.00",".379","73.3%","27.6%","0.0%","93.5","3.27","3.17","1.66","3.01","0.2","21367"
"Brayan Bello","BOS","0","3","0","5","3","17.0","7.94","5.82","0.00",".475","61.0%","65.5%","0.0%","97.2","8.47","4.34","3.65","4.43","0.2","23920"
"Jeff Hoffman","CIN","2","0","0","35","1","44.2","9.07","4.63","1.01",".289","74.6%","28.6%","7.5%","94.4","3.83","4.14","4.30","5.08","0.2","17432"
"Aaron Bummer","CHW","0","1","1","20","0","17.2","10.70","4.58","0.51",".383","73.4%","58.3%","14.3%","","3.06","5.13","3.34","3.20","0.2","16258"
