"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Marwin Gonzalez","NYY","10","15","0","4","3","0","6.7%","33.3%",".231",".444",".308",".333",".538",".363","","146","0.1","0.8","0.7","0.2","5497"
"Bobby Witt Jr.","KCR","22","87","1","8","7","4","3.4%","23.0%",".120",".290",".229",".264",".349",".273","","79","0.3","-1.7","0.9","0.2","25764"
"Austin Barnes","LAD","7","21","2","4","2","0","4.8%","19.0%",".316",".154",".211",".286",".526",".356","","132","-0.2","0.6","0.7","0.2","12158"
"Yonathan Daza","COL","15","29","0","2","1","0","3.4%","0.0%",".000",".393",".393",".414",".393",".363","","121","-0.1","0.6","0.4","0.2","15794"
"Adam Frazier","SEA","25","109","0","14","11","1","7.3%","13.8%",".070",".271",".230",".294",".300",".271","","84","0.7","-1.2","-0.4","0.2","15223"
"Andy Ibanez","TEX","20","65","1","8","5","3","4.6%","18.5%",".081",".306",".258",".292",".339",".283","","89","0.9","0.1","-0.3","0.2","18819"
"Charlie Blackmon","COL","21","91","4","14","12","1","7.7%","18.7%",".207",".279",".256",".315",".463",".343","","108","0.9","1.7","-2.8","0.2","7859"
"Dominic Smith","NYM","23","54","0","4","9","0","7.4%","27.8%",".065",".344",".239",".333",".304",".296","","96","0.8","0.5","-0.4","0.2","15653"
"Zack Collins","TOR","13","50","3","4","7","0","4.0%","42.0%",".234",".348",".234",".280",".468",".329","","117","0.1","1.0","-0.8","0.2","19181"
"Nick Solak","TEX","18","47","2","8","3","1","8.5%","25.5%",".146",".259",".220",".319",".366",".314","","111","0.4","1.0","-0.6","0.2","19294"
"Roman Quinn","PHI","6","8","0","2","1","3","12.5%","25.0%",".000",".400",".286",".375",".286",".310","","98","0.6","0.6","1.0","0.2","13546"
"Josh Lowe","TBR","19","71","1","9","6","1","8.5%","38.0%",".156",".306",".188",".257",".344",".262","","79","0.8","-0.9","0.4","0.2","19953"
"Kevin Kiermaier","TBR","20","62","2","8","7","0","6.5%","29.0%",".158",".243",".193",".258",".351",".274","","87","0.9","0.0","-0.3","0.2","11038"
"Chas McCormick","HOU","20","79","1","8","4","0","7.6%","19.0%",".139",".316",".264",".316",".403",".318","","115","-1.1","0.1","-1.1","0.2","19599"
"Jordan Luplow","ARI","9","24","2","4","5","1","8.3%","29.2%",".273",".308",".273",".333",".545",".384","","146","-0.1","1.2","-0.4","0.2","16424"
"Rob Refsnyder","BOS","3","6","0","0","1","0","16.7%","0.0%",".400",".400",".400",".500",".800",".544","","269","0.0","1.1","0.3","0.2","13770"
"Austin Hedges","CLE","18","60","2","6","5","1","6.7%","25.0%",".113",".194",".170",".241",".283",".242","","58","-0.1","-2.7","2.3","0.2","12976"
"Travis Demeritte","ATL","11","38","2","7","3","0","10.5%","26.3%",".242",".364",".303",".368",".545",".394","","152","-0.6","1.7","-1.4","0.2","15958"
"William Contreras","ATL","4","15","2","3","2","0","6.7%","33.3%",".429",".143",".214",".267",".643",".390","","149","0.0","0.9","0.1","0.2","20503"
"Mike Brosseau","MIL","15","33","1","2","4","0","15.2%","21.2%",".107",".300",".250",".364",".357",".332","","113","0.0","0.5","-0.2","0.2","19683"
"Luis Urias","MIL","2","8","0","3","1","0","37.5%","0.0%",".000",".600",".600",".750",".600",".595","","285","-0.5","1.3","-0.1","0.2","16622"
"Didi Gregorius","PHI","18","65","0","7","7","0","4.6%","15.4%",".068",".340",".288",".338",".356",".312","","100","0.8","0.8","-1.5","0.2","6012"
"Robbie Grossman","DET","20","82","0","7","7","1","13.4%","31.7%",".045",".442",".284",".390",".328",".332","","123","-1.1","1.0","-2.2","0.2","5254"
"Jake Burger","CHW","18","64","2","5","7","0","3.1%","31.3%",".133",".333",".250",".270",".383",".287","","91","-0.2","-0.8","0.1","0.1","22275"
"Adalberto Mondesi","KCR","15","54","0","3","3","5","7.4%","37.0%",".000",".233",".140",".204",".140",".167","","3","1.1","-4.6","4.2","0.1","13769"
"Elias Diaz","COL","20","73","2","7","6","0","6.8%","17.8%",".162",".283",".250",".301",".412",".316","","90","-0.7","-1.6","0.5","0.1","11680"
"Jose Azocar","SDP","20","22","0","1","2","2","18.2%","45.5%",".056",".500",".222",".364",".278",".306","","101","-0.2","-0.2","0.8","0.1","18821"
"Juan Yepez","STL","1","3","0","1","0","0","0.0%","0.0%",".667",".667",".667",".667","1.333",".857","","462","0.0","1.3","-0.1","0.1","18400"
"Starling Marte","NYM","24","110","2","13","18","4","3.6%","13.6%",".088",".282",".255",".309",".343",".296","","96","0.5","0.0","-2.3","0.1","9241"
"Mike Yastrzemski","SFG","15","54","1","6","3","0","7.4%","14.8%",".082",".300",".265",".333",".347",".310","","103","-0.6","-0.4","-0.2","0.1","14854"
"Alejandro Kirk","TOR","22","73","0","2","2","0","12.3%","11.0%",".016",".286",".254",".342",".270",".281","","83","-0.8","-2.1","1.0","0.1","22581"
"Jace Peterson","MIL","19","51","1","7","4","2","13.7%","21.6%",".068",".188",".159",".275",".227",".242","","53","0.9","-1.9","1.4","0.1","12325"
"Trevor Story","BOS","20","88","0","8","9","1","9.1%","28.4%",".091",".321",".221",".307",".312",".283","","84","0.1","-1.4","-0.2","0.1","12564"
"Richie Palacios","CLE","7","21","0","0","2","0","9.5%","19.0%",".053",".400",".316",".381",".368",".340","","129","-0.1","0.6","-0.1","0.1","24589"
"Gosuke Katoh","TOR","8","11","0","2","0","0","27.3%","9.1%",".143",".167",".143",".400",".286",".336","","122","0.2","0.5","0.3","0.1","15697"
"Aramis Garcia","CIN","13","34","1","3","1","0","5.9%","41.2%",".125",".353",".219",".265",".344",".273","","70","-0.3","-1.5","1.4","0.1","16925"
"Seth Brown","OAK","24","81","2","7","13","1","8.6%","29.6%",".167",".234",".181",".259",".347",".266","","80","0.8","-0.9","-0.7","0.1","18171"
"Tony Kemp","OAK","23","92","0","9","3","2","9.8%","13.0%",".025",".271",".235",".315",".259",".269","","82","0.1","-1.7","-0.3","0.1","14894"
"Michael Chavis","PIT","20","67","3","7","12","0","4.5%","20.9%",".210",".298",".274",".299",".484",".336","","117","-0.7","0.6","-1.8","0.1","17321"
"Shohei Ohtani","LAA","25","109","4","18","12","4","8.3%","26.6%",".160",".284",".230",".294",".390",".302","","101","-0.1","0.1","-2.6","0.1","19755"
"Brandon Lowe","TBR","25","103","3","14","9","1","7.8%","26.2%",".140",".234",".194",".262",".333",".268","","83","0.8","-1.0","-1.3","0.1","18882"
"Luke Williams","SFG","8","12","0","1","3","0","0.0%","33.3%",".083",".375",".250",".250",".333",".256","","67","0.2","-0.3","0.8","0.1","19931"
"Trey Mancini","BAL","22","92","1","7","9","0","7.6%","22.8%",".084",".333",".265",".315",".349",".297","","96","-0.3","-0.7","-1.4","0.1","15149"
"Gio Urshela","MIN","23","82","1","9","6","0","11.0%","12.2%",".056",".274",".254",".329",".310",".292","","95","-1.5","-1.9","0.1","0.1","10681"
"Cal Raleigh","SEA","9","28","1","1","1","0","14.3%","32.1%",".125",".071",".083",".214",".208",".207","","39","0.1","-1.7","1.6","0.1","21534"
"Kurt Suzuki","LAA","11","41","1","5","4","0","12.2%","24.4%",".111",".240",".194",".293",".306",".277","","83","-0.3","-1.1","0.5","0.1","8259"
"Isaac Paredes","TBR","4","11","0","1","2","0","0.0%","18.2%",".091",".444",".364",".364",".455",".361","","149","-0.1","0.5","-0.1","0.1","20036"
"Tyler Heineman","TOR","7","14","0","2","1","0","0.0%","21.4%",".143",".364",".286",".286",".429",".312","","104","-0.1","0.0","0.3","0.1","13897"
"Tucker Barnhart","DET","16","49","0","3","1","0","10.2%","40.8%",".045",".542",".295",".367",".341",".324","","117","-0.4","0.5","-1.3","0.1","10200"
"Dustin Garneau","DET","8","11","0","1","1","0","9.1%","36.4%",".100",".500",".300",".364",".400",".343","","130","0.0","0.3","0.1","0.1","9433"
"Willi Castro","DET","9","20","0","1","1","1","10.0%","10.0%",".056",".313",".278",".350",".333",".313","","109","-0.2","0.0","0.1","0.1","17338"
"Miguel Andujar","NYY","2","5","0","1","0","0","0.0%","0.0%",".000",".400",".400",".400",".400",".358","","142","0.2","0.4","0.2","0.1","15878"
"Jorge Alfaro","SDP","12","44","1","3","4","1","4.5%","52.3%",".128",".471",".231",".273",".359",".277","","81","-0.3","-1.3","0.5","0.1","12180"
"Maikel Franco","WSN","26","104","2","8","12","0","4.8%","20.2%",".122",".316",".265",".298",".388",".303","","93","-1.5","-2.4","-0.5","0.1","12179"
"Christian Bethancourt","OAK","14","42","0","5","3","1","4.8%","21.4%",".103",".267",".205",".262",".308",".258","","74","-0.1","-1.2","0.5","0.1","10028"
"Jack Mayfield","LAA","14","44","1","6","4","0","4.5%","15.9%",".146",".273",".244",".295",".390",".305","","103","-0.5","-0.4","-0.5","0.1","15402"
"Sam Hilliard","COL","15","45","0","3","3","0","15.6%","24.4%",".105",".296",".211",".333",".316",".301","","80","0.0","-1.0","0.1","0.1","17954"
"Nick Gordon","MIN","19","44","0","7","1","0","6.8%","31.8%",".073",".370",".244",".295",".317",".276","","83","-0.6","-1.4","0.5","0.1","16337"
"Matt Davidson","ARI","5","13","1","1","1","0","23.1%","23.1%",".300",".000",".100",".308",".400",".324","","106","0.1","0.2","0.0","0.1","7226"
"Joey Gallo","NYY","22","73","3","6","4","0","12.3%","41.1%",".156",".290",".188",".288",".344",".289","","93","0.4","-0.1","-1.7","0.1","14128"
"CJ Abrams","SDP","17","57","1","8","4","1","7.0%","21.1%",".106",".200",".170",".273",".277",".257","","68","0.3","-1.8","0.5","0.1","25768"
"Mitch Garver","TEX","21","85","3","7","8","0","11.8%","22.4%",".122",".208",".189",".282",".311",".272","","81","0.0","-1.7","-0.6","0.1","15161"
"Jose Iglesias","COL","20","74","0","8","7","0","4.1%","8.1%",".074",".323",".294",".351",".368",".326","","96","-1.1","-1.4","-0.5","0.1","10231"
"Jason Heyward","CHC","19","54","0","6","2","0","11.1%","27.8%",".064",".344",".234",".333",".298",".294","","87","-0.5","-1.3","0.0","0.0","4940"
"Yan Gomes","CHC","12","36","1","3","2","0","5.6%","19.4%",".147",".231",".206",".250",".353",".269","","71","0.1","-1.1","0.4","0.0","9627"
"Jose Trevino","NYY","14","33","0","4","3","1","6.1%","6.1%",".032",".172",".161",".212",".194",".189","","22","0.0","-2.7","2.1","0.0","16725"
"Danny Mendick","CHW","10","22","1","4","3","0","9.1%","31.8%",".250",".333",".250",".318",".500",".358","","142","-0.1","0.9","-1.2","0.0","18889"
"Steven Duggar","SFG","12","39","0","2","4","4","5.1%","41.0%",".083",".333",".194",".231",".278",".226","","47","1.5","-0.9","0.0","0.0","17719"
"Elehuris Montero","COL","1","4","0","0","0","0","0.0%","50.0%",".000","1.000",".500",".500",".500",".447","","176","0.0","0.4","-0.1","0.0","20543"
"Mitch Haniger","SEA","9","36","3","3","7","0","2.8%","25.0%",".286",".174",".200",".222",".486",".307","","110","-0.3","0.1","-0.9","0.0","14274"
"Gary Sanchez","MIN","15","61","1","4","9","1","3.3%","34.4%",".143",".324",".214",".279",".357",".287","","91","-1.0","-1.6","-0.1","0.0","11442"
"Cooper Hummel","ARI","23","65","2","7","7","2","20.0%","24.6%",".154",".206",".173",".338",".327",".313","","99","0.3","0.2","-2.0","0.0","19458"
"Tim Locastro","NYY","15","15","1","8","2","4","13.3%","26.7%",".231",".250",".231",".333",".462",".354","","139","0.9","1.5","-1.7","0.0","15124"
"Jake Marisnick","PIT","19","47","0","5","1","1","4.3%","25.5%",".023",".219",".159",".196",".182",".175","","11","-0.1","-5.0","3.7","0.0","11339"
"Jaylin Davis","BOS","2","4","0","0","0","0","0.0%","50.0%",".000","1.000",".500",".500",".500",".447","","200","0.0","0.4","-0.3","0.0","19552"
"Jose Godoy","MIN","1","5","0","2","0","0","40.0%","40.0%",".000",".000",".000",".400",".000",".277","","84","0.1","0.0","0.0","0.0","15808"
"Jared Walsh","LAA","24","92","3","9","14","0","6.5%","25.0%",".141",".288",".235",".293",".376",".296","","97","-1.5","-1.8","-1.1","0.0","18607"
"Sam Huff","TEX","1","3","0","0","1","0","0.0%","33.3%",".000",".500",".333",".333",".333",".298","","100","0.0","0.0","0.0","0.0","22209"
"Rene Pinto","TBR","5","15","1","1","2","0","0.0%","40.0%",".200",".250",".200",".200",".400",".261","","78","-0.3","-0.7","0.3","0.0","19859"
"Ernie Clement","CLE","17","53","0","5","3","0","5.7%","15.1%",".063",".225",".188",".264",".250",".241","","58","-0.3","-2.7","1.2","0.0","20352"
"JT Riddle","CIN","2","4","0","0","0","0","0.0%","25.0%",".000",".333",".250",".250",".250",".224","","38","0.1","-0.2","0.2","0.0","17642"
"Nick Madrigal","CHC","19","73","0","5","2","1","5.5%","16.4%",".044",".286",".235",".288",".279",".260","","65","-0.7","-3.7","1.4","0.0","20521"
"Rougned Odor","BAL","23","73","1","9","7","0","5.5%","30.1%",".152",".295",".212",".274",".364",".283","","86","0.5","-0.6","-1.7","0.0","12282"
"Kolten Wong","MIL","24","90","1","12","9","4","4.4%","21.1%",".134",".266",".220",".267",".354",".273","","74","1.9","-0.9","-2.0","0.0","12532"
"Jarred Kelenic","SEA","24","80","2","7","8","3","10.0%","37.5%",".141",".175",".127",".213",".268",".220","","48","0.1","-4.4","1.9","0.0","22558"
"Ramon Urias","BAL","22","84","1","6","6","0","6.0%","22.6%",".077",".254",".205",".250",".282",".240","","56","0.4","-3.6","0.9","0.0","18795"
"Yuli Gurriel","HOU","22","85","0","6","5","1","3.5%","15.3%",".134",".261",".220",".247",".354",".265","","77","0.4","-1.7","-1.0","0.0","19198"
"Andrew Velazquez","LAA","19","59","0","7","3","3","10.2%","27.1%",".039",".194",".137",".224",".176",".193","","23","0.3","-4.6","2.7","0.0","14196"
"MJ Melendez","KCR","2","7","0","0","0","0","14.3%","0.0%",".000",".333",".333",".429",".333",".355","","137","0.0","0.3","-0.5","0.0","22197"
"Alex Jackson","MIL","3","7","0","0","0","0","0.0%","57.1%",".000",".667",".286",".286",".286",".256","","62","0.0","-0.3","0.1","0.0","17276"
"Matt Bush","TEX","11","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","1246"
"Adam Ottavino","NYM","11","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","1247"
"Oliver Perez","ARI","7","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","1514"
"Sean Doolittle","WSN","6","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","1581"
"Matt Moore","TEX","7","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","1890"
"Zack Greinke","KCR","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","1943"
"Clayton Kershaw","LAD","4","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","2036"
"Adam Wainwright","STL","6","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","2233"
"Corey Kluber","TBR","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","2429"
"Jhoulys Chacin","COL","8","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","2608"
"Kenley Jansen","ATL","10","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","3096"
"Max Scherzer","NYM","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","3137"
"David Price","LAD","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","3184"
"T.J. McFarland","STL","8","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","3237"
"Joe Smith","MIN","10","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","3281"
"Darren O'Day","ATL","8","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","3321"
"Liam Hendriks","CHW","11","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","3548"
"Mark Melancon","ARI","8","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","4264"
"Justin Wilson","CIN","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","4301"
"Charlie Morton","ATL","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","4676"
"Rich Hill","BOS","4","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","4806"
"Jake Diekman","BOS","12","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5003"
"Anthony Gose","CLE","8","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5097"
"Jeurys Familia","PHI","9","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5114"
"Jose Alvarez","SFG","9","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5358"
"Michael Pineda","DET","3","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5372"
"Pedro Baez","HOU","3","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5420"
"Jesse Chavez","- - -","8","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5448"
"Madison Bumgarner","ARI","6","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5524"
"Ryan Brasier","BOS","11","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5615"
"David Phelps","TOR","11","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6316"
"Chris Archer","MIN","4","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6345"
"Jake Odorizzi","HOU","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6397"
"Trevor May","NYM","8","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6398"
"Steve Cishek","WSN","11","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6483"
"Alex Cobb","SFG","3","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6562"
"Carlos Carrasco","NYM","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6632"
"Craig Kimbrel","LAD","7","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6655"
"Alex Colome","COL","7","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6661"
"Martin Perez","TEX","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6902"
"Luis Garcia","SDP","8","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6984"
"Ian Kennedy","ARI","12","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6986"
"Ryan Pressly","HOU","4","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7005"
"Daniel Bard","COL","9","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7115"
"Daniel Hudson","LAD","8","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7146"
"Greg Holland","TEX","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7196"
"Craig Stammen","SDP","9","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7274"
"Collin McHugh","ATL","9","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7531"
"Jake McGee","SFG","8","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7550"
"Jordan Lyles","BAL","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7593"
"Wily Peralta","DET","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7738"
"Richard Bleier","MIA","10","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7803"
"Hunter Strickland","CIN","10","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7836"
"Anthony Bass","MIA","12","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7982"
"Will Smith","ATL","10","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","8048"
"Bryan Shaw","CLE","10","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","8110"
"David Robertson","CHC","10","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","8241"
"Paolo Espino","WSN","8","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","8246"
"Lucas Luetge","NYY","11","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","8337"
"Justin Verlander","HOU","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","8700"
"Brad Hand","PHI","10","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","9111"
"Nathan Eovaldi","BOS","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","9132"
"Patrick Corbin","WSN","6","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","9323"
"Dallas Keuchel","CHW","4","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","9434"
"Brian Moran","LAA","1","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","9646"
"Garrett Richards","TEX","7","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","9784"
"Miles Mikolas","STL","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","9803"
"Sergio Romo","SEA","2","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","9817"
"Tyler Matzek","ATL","10","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10058"
"Brooks Raley","TBR","7","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10061"
"Caleb Thielbar","MIN","9","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10078"
"Kyle Gibson","PHI","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10123"
"Brad Boxberger","MIL","9","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10133"
"Aroldis Chapman","NYY","11","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10233"
"Ryan Tepera","LAA","11","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10291"
"Zack Wheeler","PHI","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10310"
"Erasmo Ramirez","WSN","6","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10314"
"Aaron Loup","LAA","11","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10343"
"Mychal Givens","CHC","10","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10430"
"Andrew Bellatti","PHI","7","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10657"
"Tyler Thornburg","ATL","6","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10688"
"Drew Hutchison","DET","8","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10732"
"Adam Kolarek","OAK","7","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10843"
"Chasen Shreve","NYM","8","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10855"
"Merrill Kelly","ARI","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11156"
"Vince Velasquez","CHW","4","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11189"
"Tommy Kahnle","LAD","2","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11384"
"Jose Quintana","PIT","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11423"
"Robbie Ray","SEA","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11486"
"Joely Rodriguez","NYM","10","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11487"
"Aaron Sanchez","WSN","2","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11490"
