"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","vFA (pi)","ERA","xERA","FIP","xFIP","WAR","playerid"
"Joe Smith","MIN","1","0","0","10","0","8.1","6.48","2.16","0.00",".217","85.7%","56.5%","0.0%","86.0","0.00","","2.38","3.36","0.2","3281"
"Joe Mantiply","ARI","1","0","2","12","0","10.1","3.48","0.87","0.00",".265","90.0%","52.9%","0.0%","90.8","0.87","","2.62","3.80","0.2","14857"
"Raisel Iglesias","LAA","1","0","6","11","0","9.2","12.10","1.86","0.93",".250","78.9%","38.1%","10.0%","95.3","2.79","","2.69","2.75","0.2","17130"
"Justin Steele","CHC","1","3","0","5","5","18.0","8.00","5.50","0.50",".373","64.4%","48.3%","5.9%","93.0","5.50","","3.88","4.44","0.2","17312"
"Cionel Perez","BAL","1","0","0","10","0","9.0","8.00","4.00","0.00",".364","100.0%","50.0%","0.0%","96.0","0.00","","2.66","3.41","0.2","19614"
"Justin Wilson","CIN","0","1","0","5","0","3.2","17.18","0.00","0.00",".500","66.7%","50.0%","0.0%","95.3","2.45","","-0.71","0.03","0.2","4301"
"Glenn Otto","TEX","1","0","0","2","2","9.1","9.64","2.89","0.96",".217","78.9%","50.0%","16.7%","92.8","2.89","","3.32","2.80","0.2","21366"
"Lucas Luetge","NYY","1","0","0","11","0","8.2","11.42","4.15","0.00",".391","71.4%","39.1%","0.0%","","4.15","","2.30","4.02","0.2","8337"
"Brooks Raley","TBR","0","0","1","7","0","6.0","13.50","1.50","0.00",".357","71.4%","57.1%","0.0%","","3.00","","1.10","1.10","0.2","10061"
"Paul Sewald","SEA","0","0","0","5","0","5.0","9.00","0.00","0.00",".000","100.0%","30.0%","0.0%","92.2","0.00","","1.10","2.73","0.2","13892"
"Ryan Brasier","BOS","0","0","0","11","0","8.0","10.13","2.25","1.13",".333","93.0%","36.4%","9.1%","94.9","2.25","","3.23","3.47","0.2","5615"
"Jason Adam","TBR","0","1","0","10","0","10.0","10.80","3.60","0.00",".095","62.5%","40.0%","0.0%","94.6","1.80","","2.50","3.86","0.2","11861"
"Nathan Eovaldi","BOS","1","0","0","5","5","28.2","10.05","0.94","2.20",".239","100.0%","44.9%","24.1%","97.0","2.51","","4.46","2.66","0.2","9132"
"Aroldis Chapman","NYY","0","0","6","11","0","9.1","10.61","6.75","0.00",".143","100.0%","52.4%","0.0%","96.7","0.00","","3.00","4.02","0.2","10233"
"Mark Melancon","ARI","0","2","4","8","0","8.0","3.38","1.13","0.00",".310","72.7%","48.3%","0.0%","90.6","1.13","","3.10","4.80","0.2","4264"
"Trent Thornton","TOR","0","2","0","8","0","13.0","6.23","3.46","0.00",".263","73.3%","26.3%","0.0%","93.1","2.77","","2.87","4.86","0.2","17948"
"Josh Winder","MIN","1","0","0","4","1","16.1","6.61","2.20","1.10",".163","88.2%","46.7%","12.5%","95.1","2.20","","3.96","3.70","0.2","24606"
"Keegan Akin","BAL","0","0","0","7","0","16.1","6.06","1.10","0.55",".213","77.6%","51.1%","7.1%","93.7","2.20","","2.92","3.29","0.2","19362"
"Taijuan Walker","NYM","0","0","0","2","2","7.0","6.43","2.57","0.00",".125","100.0%","56.3%","0.0%","94.4","0.00","","2.53","3.50","0.2","11836"
"Matt Manning","DET","0","0","0","2","2","8.0","4.50","0.00","1.13",".208","87.0%","52.0%","14.3%","94.0","2.25","","3.73","3.29","0.2","20369"
"Caleb Thielbar","MIN","1","0","0","9","0","8.0","11.25","5.63","0.00",".409","35.7%","31.8%","0.0%","93.1","10.13","","2.48","4.18","0.2","10078"
"Aaron Ashby","MIL","0","2","0","6","2","19.1","10.24","6.05","0.47",".292","76.1%","67.3%","11.1%","95.5","2.33","","3.67","3.63","0.2","23550"
"Justin Lawrence","COL","1","0","0","10","0","11.2","11.57","6.17","0.00",".333","83.3%","55.6%","0.0%","","2.31","","2.85","3.55","0.2","17639"
"Liam Hendriks","CHW","0","2","7","11","0","11.1","13.50","2.38","1.59",".400","72.4%","31.3%","14.3%","97.8","3.97","","3.46","2.84","0.2","3548"
"Andres Munoz","SEA","1","0","1","8","0","8.0","16.88","3.38","1.13",".467","83.3%","37.5%","20.0%","100.5","3.38","","2.10","1.33","0.2","20373"
"Craig Kimbrel","LAD","0","0","5","7","0","6.2","8.10","2.70","0.00",".278","85.7%","58.8%","0.0%","95.8","1.35","","2.20","3.43","0.2","6655"
"Julian Merryweather","TOR","0","2","0","11","0","9.2","10.24","0.93","0.93",".367","34.5%","53.3%","10.0%","97.3","8.38","","2.48","2.54","0.2","16703"
"Phoenix Sanders","TBR","0","0","0","5","0","10.0","8.10","1.80","0.00",".286","80.0%","40.7%","0.0%","89.8","1.80","","1.90","3.40","0.2","20541"
"Ryan Thompson","TBR","1","1","2","11","0","9.1","4.82","1.93","0.00",".148","66.7%","55.6%","0.0%","91.8","0.00","","2.68","4.28","0.2","16647"
"Daulton Jefferies","OAK","1","4","0","5","5","24.1","5.92","1.85","1.11",".304","67.1%","46.9%","10.3%","93.0","4.81","","4.26","4.27","0.2","19345"
"Scott Barlow","KCR","2","0","1","10","0","11.1","8.74","3.18","0.79",".250","94.3%","48.3%","9.1%","93.4","1.59","","3.37","3.54","0.2","14993"
"Andrew Chafin","DET","0","0","0","4","0","4.0","11.25","0.00","0.00",".222","50.0%","44.4%","0.0%","90.2","2.25","","0.60","2.30","0.2","12988"
"Trevor Rogers","MIA","1","4","0","5","5","22.0","7.36","4.50","0.82",".303","53.0%","39.4%","8.3%","94.5","6.14","","4.15","4.45","0.2","22286"
"Cody Poteet","MIA","0","0","0","6","0","11.1","7.94","3.18","0.00",".226","90.9%","48.4%","0.0%","95.0","0.79","","2.40","3.60","0.2","18769"
"Corbin Martin","ARI","0","0","0","5","0","14.1","8.79","3.77","0.00",".349","57.1%","34.9%","0.0%","94.5","4.40","","2.41","3.92","0.2","19884"
"Anthony DeSclafani","SFG","0","1","0","3","3","13.1","8.78","1.35","1.35",".444","72.1%","38.3%","10.5%","92.9","6.08","","3.78","3.76","0.1","13050"
"Spencer Strider","ATL","0","1","0","5","0","12.2","11.37","6.39","0.00",".200","71.4%","20.0%","0.0%","98.7","2.84","","2.71","4.21","0.1","27498"
"Jordan Lyles","BAL","2","2","0","5","5","26.0","7.27","3.46","1.38",".346","81.2%","44.6%","15.4%","92.6","4.50","","4.99","4.35","0.1","7593"
"Alex Wood","SFG","2","2","0","5","5","24.2","9.49","2.55","1.46",".318","76.6%","46.4%","23.5%","","4.38","","4.08","2.91","0.1","13781"
"Diego Castillo","SEA","1","0","1","11","0","10.0","8.10","4.50","0.00",".345","66.7%","44.8%","0.0%","97.2","2.70","","2.80","3.89","0.1","17496"
"Reynaldo Lopez","CHW","3","0","0","8","0","8.2","6.23","4.15","0.00",".261","50.0%","31.8%","0.0%","95.7","5.19","","3.10","4.67","0.1","16400"
"James Norwood","PHI","1","0","0","8","0","6.2","6.75","2.70","0.00",".286","37.5%","28.6%","0.0%","96.4","5.40","","2.50","4.54","0.1","16440"
"Connor Overton","CIN","0","0","0","1","1","5.1","5.06","3.38","0.00",".231","80.0%","53.8%","0.0%","92.4","1.69","","3.10","3.87","0.1","18376"
"Joel Payamps","KCR","0","1","0","7","0","8.2","6.23","3.12","0.00",".333","76.9%","50.0%","0.0%","94.6","2.08","","2.76","4.48","0.1","14332"
"Gabe Speier","KCR","0","0","0","6","0","7.1","7.36","0.00","0.00",".118","100.0%","52.9%","0.0%","94.4","0.00","","1.47","2.76","0.1","17170"
"Jacob Barnes","DET","3","0","0","9","0","9.1","2.89","0.96","0.00",".138","80.0%","44.8%","0.0%","94.9","0.96","","2.78","4.53","0.1","12323"
"Jose Ruiz","CHW","0","0","0","10","0","8.2","15.58","5.19","1.04",".438","86.2%","58.8%","20.0%","96.8","3.12","","2.87","2.16","0.1","14552"
"Zack Littell","SFG","0","0","0","6","0","6.0","7.50","0.00","0.00",".267","100.0%","46.7%","0.0%","94.0","0.00","","1.44","2.12","0.1","15823"
"Vince Velasquez","CHW","1","2","0","4","4","17.2","9.68","3.57","1.53",".320","73.4%","28.8%","12.0%","93.5","4.58","","4.35","4.06","0.1","11189"
"Brett Martin","TEX","0","2","0","11","0","8.1","7.56","4.32","0.00",".308","58.3%","53.8%","0.0%","93.7","4.32","","2.86","3.68","0.1","17369"
"Parker Mushinski","HOU","0","0","0","5","0","5.1","11.81","1.69","0.00",".357","50.0%","42.9%","0.0%","92.5","5.06","","1.04","1.81","0.1","21324"
"Logan Allen","CLE","1","0","0","4","0","6.0","9.00","4.50","0.00",".450","76.9%","30.0%","0.0%","91.8","4.50","","3.10","5.37","0.1","18555"
"Mitch White","LAD","0","0","0","4","0","8.0","9.00","2.25","0.00",".333","60.0%","38.1%","0.0%","93.8","4.50","","2.23","3.76","0.1","19225"
"Josh Staumont","KCR","0","0","2","11","0","10.0","12.60","4.50","0.90",".360","73.5%","15.4%","8.3%","97.5","4.50","","3.10","3.43","0.1","18335"
"Adam Ottavino","NYM","1","1","0","11","0","9.2","15.83","4.66","0.93",".435","64.1%","41.7%","16.7%","95.4","6.52","","2.79","2.29","0.1","1247"
"Trevor Williams","NYM","0","2","0","4","1","7.1","8.59","1.23","1.23",".433","44.1%","42.9%","12.5%","91.4","8.59","","3.38","3.09","0.1","16977"
"Will Vest","DET","0","1","0","8","0","10.2","9.28","1.69","0.84",".136","89.3%","47.8%","11.1%","95.0","1.69","","3.10","3.03","0.1","19769"
"Robert Dugger","TBR","0","0","0","1","0","5.1","11.81","0.00","0.00",".471","62.5%","41.2%","0.0%","91.0","5.06","","0.48","1.75","0.1","19191"
"Aaron Loup","LAA","0","1","0","11","0","11.2","9.26","1.54","0.77",".071","35.7%","53.6%","9.1%","","1.54","","3.19","3.36","0.1","10343"
"Zach Jackson","OAK","0","1","1","12","0","11.0","11.45","6.55","0.00",".348","64.7%","43.5%","0.0%","94.8","4.91","","3.01","3.88","0.1","19493"
"Reid Detmers","LAA","1","1","0","5","5","22.0","7.36","2.86","1.23",".246","61.4%","42.2%","12.0%","93.5","5.32","","4.47","4.24","0.1","27468"
"Tanner Banks","CHW","0","0","0","8","0","14.0","6.43","3.86","0.00",".139","81.8%","57.1%","0.0%","92.8","1.29","","2.96","4.03","0.1","16990"
"Wily Peralta","DET","0","0","0","5","0","6.1","11.37","4.26","0.00",".375","88.9%","50.0%","0.0%","95.7","0.00","","2.00","2.64","0.1","7738"
"Brad Hand","PHI","1","1","1","10","0","6.1","11.37","5.68","0.00",".313","70.0%","33.3%","0.0%","93.0","2.84","","2.95","4.02","0.1","9111"
"Enyel De Los Santos","CLE","0","0","0","5","0","4.2","15.43","3.86","0.00",".333","66.7%","25.0%","0.0%","96.2","3.86","","1.60","1.90","0.1","18403"
"Kodi Whitley","STL","2","0","0","8","0","7.2","7.04","1.17","0.00",".158","80.0%","42.1%","0.0%","93.6","1.17","","2.32","3.56","0.1","19731"
"Aaron Sanchez","WSN","1","1","0","2","2","9.1","4.82","0.96","0.96",".355","51.7%","50.0%","12.5%","93.6","6.75","","3.75","3.52","0.1","11490"
"Bryan Abreu","HOU","0","0","0","8","0","10.2","13.50","4.22","0.84",".440","72.3%","42.3%","12.5%","98.3","4.22","","3.01","2.81","0.1","16609"
"Cody Stashak","MIN","2","0","0","6","0","8.0","10.13","0.00","1.13",".286","71.4%","27.3%","8.3%","91.2","3.38","","2.48","2.89","0.1","18088"
"Jhon Romero","MIN","0","0","0","4","0","5.0","10.80","1.80","0.00",".529","80.0%","70.6%","0.0%","94.4","3.60","","1.30","1.58","0.1","19940"
"Steve Cishek","WSN","0","1","0","11","0","9.0","10.00","4.00","0.00",".393","66.7%","36.0%","0.0%","89.1","6.00","","3.22","4.12","0.1","6483"
"Chad Green","NYY","1","1","1","10","0","10.1","8.71","3.48","0.87",".310","71.4%","31.0%","6.7%","94.6","3.48","","3.59","4.30","0.1","15552"
"Nick Nelson","PHI","1","0","0","6","0","12.0","9.00","5.25","0.00",".333","78.9%","33.3%","0.0%","96.1","3.00","","3.10","4.46","0.1","20153"
"Edwin Diaz","NYM","1","0","5","11","0","11.0","15.55","4.09","1.64",".188","100.0%","38.9%","25.0%","98.4","1.64","","3.38","2.00","0.1","14710"
"Nick Lodolo","CIN","1","2","0","3","3","14.2","11.66","3.07","1.84",".375","76.9%","46.5%","25.0%","94.4","5.52","","4.60","3.06","0.1","26378"
"Luis Cessa","CIN","0","0","0","8","1","9.0","6.00","3.00","0.00",".357","69.2%","53.6%","0.0%","93.8","4.00","","2.77","4.13","0.1","13345"
"Tyler Thornburg","ATL","0","0","0","6","0","5.0","10.80","1.80","0.00",".412","62.5%","23.5%","0.0%","93.6","1.80","","1.30","4.29","0.1","10688"
"Mychal Givens","CHC","1","0","1","10","0","9.2","13.97","5.59","0.93",".381","88.2%","45.5%","12.5%","93.6","2.79","","3.21","2.99","0.1","10430"
"Ashton Goudeau","COL","0","0","1","6","0","10.0","6.30","2.70","0.90",".323","47.6%","37.5%","6.7%","93.1","6.30","","3.90","4.64","0.1","15139"
"Matt Moore","TEX","1","0","0","7","0","12.0","9.75","6.75","0.00",".214","93.3%","53.6%","0.0%","94.1","0.75","","3.19","4.09","0.1","1890"
"Steven Okert","MIA","2","0","0","9","0","7.0","12.86","3.86","0.00",".091","83.3%","45.5%","0.0%","93.4","1.29","","2.39","2.97","0.1","13580"
"Rich Hill","BOS","0","1","0","4","4","17.0","5.82","3.18","1.06",".275","79.2%","26.4%","7.1%","88.1","3.71","","4.58","5.28","0.1","4806"
"Mike Clevinger","SDP","0","0","0","1","1","4.2","7.71","5.79","0.00",".286","57.1%","42.9%","0.0%","94.0","5.79","","3.32","5.36","0.1","12808"
"Cole Sulser","MIA","0","0","1","12","0","11.2","7.71","5.40","0.00",".179","75.0%","51.9%","0.0%","91.4","0.77","","3.19","4.00","0.1","15256"
"Alexis Diaz","CIN","0","0","0","11","0","11.2","10.80","3.86","0.77",".192","100.0%","33.3%","7.1%","95.8","0.77","","3.10","3.62","0.1","21132"
"Chris Martin","CHC","0","0","0","9","0","8.0","12.38","3.38","1.13",".450","86.2%","71.4%","25.0%","94.9","3.38","","3.10","2.16","0.1","11847"
"Jose Alvarez","SFG","1","0","0","9","0","6.2","8.10","4.05","0.00",".125","80.0%","56.3%","0.0%","90.7","1.35","","2.65","3.67","0.1","5358"
"Sean Poppen","ARI","1","0","0","5","0","6.0","4.50","3.00","0.00",".222","83.3%","23.5%","0.0%","","1.50","","3.10","5.14","0.1","19583"
"Casey Mize","DET","0","1","0","2","2","10.0","3.60","1.80","0.90",".316","66.2%","36.8%","5.6%","94.0","5.40","","4.20","5.35","0.1","20492"
"Hoby Milner","MIL","2","0","0","9","0","7.2","7.04","3.52","0.00",".238","75.0%","42.9%","0.0%","88.5","2.35","","2.71","4.13","0.1","13346"
"Sergio Romo","SEA","0","0","0","2","0","2.0","13.50","0.00","0.00",".200","100.0%","50.0%","0.0%","","0.00","","0.10","1.46","0.1","9817"
"Chase De Jong","PIT","1","0","0","3","0","5.1","3.38","1.69","0.00",".167","50.0%","38.9%","0.0%","94.3","0.00","","2.92","4.95","0.1","15036"
"Rony Garcia","DET","0","0","0","4","0","6.1","7.11","2.84","0.00",".278","71.4%","27.8%","0.0%","93.4","2.84","","2.47","4.62","0.1","20430"
"Dominic Leone","SFG","1","0","1","9","0","7.0","10.29","1.29","1.29",".429","83.3%","50.0%","11.1%","94.9","2.57","","3.10","2.99","0.1","13763"
"Justin Grimm","OAK","0","0","0","8","0","7.0","9.00","3.86","0.00",".429","61.5%","19.0%","0.0%","93.2","6.43","","2.82","4.76","0.1","11720"
"Danny Coulombe","MIN","0","0","0","7","0","9.2","7.45","4.66","0.00",".192","90.0%","38.5%","0.0%","91.7","0.93","","3.00","4.55","0.1","13293"
"Penn Murfee","SEA","0","0","0","3","0","5.0","12.60","1.80","0.00",".000","100.0%","12.5%","0.0%","89.2","0.00","","1.50","3.41","0.1","25174"
"Tyler Gilbert","ARI","0","1","0","2","1","8.2","6.23","2.08","1.04",".160","89.3%","40.0%","10.0%","89.7","2.08","","3.91","3.98","0.1","17964"
"Drew Smyly","CHC","1","2","0","4","4","19.1","6.05","1.40","1.86",".241","97.4%","54.8%","17.4%","","2.79","","4.91","3.84","0.1","11760"
"Neil Pallante","STL","0","0","0","7","0","11.2","6.17","1.54","0.77",".297","95.2%","60.5%","12.5%","95.4","1.54","","3.36","3.18","0.1","26108"
"Sam Moll","OAK","0","0","0","9","0","7.0","10.29","6.43","0.00",".143","100.0%","71.4%","0.0%","","0.00","","2.96","3.35","0.1","14874"
"Alex Colome","COL","0","0","2","7","0","6.2","5.40","4.05","0.00",".417","69.2%","50.0%","0.0%","93.8","5.40","","3.25","4.88","0.1","6661"
"Dennis Santana","TEX","0","1","0","7","0","6.1","2.84","1.42","0.00",".176","75.0%","58.8%","0.0%","97.6","1.42","","2.95","3.80","0.1","17878"
"Emmanuel Clase","CLE","0","2","4","10","0","8.1","8.64","2.16","1.08",".292","58.1%","44.0%","14.3%","","4.32","","3.46","3.05","0.1","21032"
"Ryan Feltner","COL","0","1","0","1","1","5.0","12.60","3.60","1.80",".462","65.8%","42.9%","16.7%","94.2","7.20","","4.10","3.13","0.1","21446"
"Reyes Moronta","LAD","0","0","0","4","0","4.0","9.00","0.00","0.00",".417","80.0%","33.3%","0.0%","95.6","2.25","","1.10","2.80","0.1","14966"
"Anthony Misiewicz","SEA","0","0","0","8","0","6.0","6.00","3.00","0.00",".294","71.4%","35.3%","0.0%","93.1","3.00","","2.77","4.13","0.1","18152"
"Griffin Jax","MIN","1","0","1","6","0","10.0","11.70","2.70","0.90",".304","94.3%","41.7%","9.1%","94.6","1.80","","3.00","3.20","0.1","20253"
"Jhoulys Chacin","COL","2","1","0","8","0","10.2","7.59","4.22","0.84",".233","25.9%","41.9%","10.0%","92.8","7.59","","4.04","4.10","0.1","2608"
"Camilo Doval","SFG","0","0","4","10","0","10.1","12.19","4.35","0.87",".292","87.3%","58.3%","20.0%","","2.61","","3.39","2.79","0.1","21992"
"Daniel Lynch","KCR","2","1","0","4","4","21.0","8.57","2.14","1.71",".263","83.3%","37.7%","12.9%","94.2","3.86","","4.68","4.20","0.1","21537"
"Konnor Pilkington","CLE","0","0","0","3","0","5.0","9.00","1.80","0.00",".167","100.0%","33.3%","0.0%","91.8","0.00","","1.70","3.33","0.1","21453"
"Mauricio Llovera","SFG","0","0","0","3","0","3.0","12.00","0.00","0.00",".375","66.7%","42.9%","0.0%","94.8","3.00","","0.44","0.89","0.1","20080"
"Taylor Hearn","TEX","1","2","0","5","5","20.2","10.45","4.35","1.31",".417","69.8%","42.6%","18.8%","94.3","6.53","","4.41","3.58","0.1","18325"
"Paolo Espino","WSN","0","0","0","8","0","12.0","7.50","2.25","0.75",".333","82.2%","21.6%","5.3%","89.0","3.00","","3.27","4.34","0.1","8246"
"Jake Woodford","STL","1","0","0","5","0","8.2","6.23","3.12","0.00",".360","75.0%","48.0%","0.0%","92.1","3.12","","2.76","4.01","0.1","18674"
"Sam Selman","OAK","0","0","0","1","0","2.2","16.88","3.38","0.00",".250","100.0%","50.0%","0.0%","90.0","0.00","","0.48","0.99","0.1","13397"
"Andres Machado","WSN","0","0","0","10","0","11.0","6.55","4.09","0.00",".250","64.3%","46.9%","0.0%","96.1","2.45","","3.29","4.52","0.1","14681"
"Tanner Scott","MIA","0","0","1","12","0","10.1","16.55","3.48","1.74",".278","65.2%","26.3%","33.3%","96.1","4.35","","3.39","1.67","0.1","17586"
"Tommy Kahnle","LAD","0","0","0","2","0","2.0","9.00","0.00","0.00",".250","100.0%","66.7%","0.0%","96.9","0.00","","1.10","1.78","0.1","11384"
"Andrew Bellatti","PHI","0","0","0","7","0","6.0","15.00","3.00","1.50",".200","100.0%","36.4%","20.0%","94.5","1.50","","2.94","1.90","0.1","10657"
"Dusten Knight","TBR","0","0","0","1","0","2.1","11.57","3.86","0.00",".429","75.0%","71.4%","0.0%","90.0","3.86","","1.82","2.40","0.1","16537"
"Drew Hutchison","DET","0","2","0","8","0","12.2","7.82","7.11","0.00",".243","73.7%","37.1%","0.0%","93.2","2.84","","3.74","5.45","0.1","10732"
"Jovani Moran","MIN","0","0","0","1","0","2.0","18.00","0.00","0.00",".000","100.0%","0.0%","0.0%","91.7","0.00","","-0.90","0.46","0.1","20422"
"Oliver Ortega","LAA","1","1","0","9","0","14.2","6.14","3.68","0.61",".162","94.8%","52.6%","9.1%","95.8","1.23","","3.85","3.99","0.1","21025"
"Roansy Contreras","PIT","1","0","0","3","0","7.2","11.74","3.52","1.17",".188","75.8%","58.8%","20.0%","97.2","3.52","","3.76","2.95","0.1","22810"
"Zach Davies","ARI","1","1","0","5","5","23.1","6.17","4.24","1.16",".250","63.4%","49.3%","12.5%","","4.24","","4.82","4.54","0.1","13183"
"John Schreiber","BOS","0","0","0","2","0","2.1","3.86","0.00","0.00",".143","100.0%","42.9%","0.0%","93.7","0.00","","2.25","3.99","0.1","20020"
"Jackson Kowar","KCR","0","0","0","1","0","3.1","10.80","2.70","0.00",".688","41.7%","62.5%","0.0%","95.4","18.90","","1.60","2.83","0.1","21549"
"Ryan Castellani","OAK","0","0","0","3","0","2.2","3.38","0.00","0.00",".200","50.0%","60.0%","0.0%","93.3","0.00","","2.35","3.37","0.1","16377"
"Jandel Gustave","MIL","0","0","0","8","0","9.1","8.68","3.86","0.96",".167","78.9%","44.0%","8.3%","96.3","2.89","","3.85","4.21","0.1","14665"
"Dakota Hudson","STL","2","2","0","5","5","25.2","6.31","3.86","1.05",".243","79.9%","57.5%","12.5%","92.2","3.16","","4.74","4.49","0.1","19206"
"Mike Baumann","BAL","1","2","0","5","0","7.1","7.36","7.36","0.00",".333","57.1%","35.0%","0.0%","96.6","6.14","","4.33","6.00","0.1","20206"
"Jason Foley","DET","0","0","0","5","0","5.2","0.00","0.00","0.00",".292","71.4%","47.8%","0.0%","95.6","3.18","","3.10","5.02","0.1","19531"
"Justin Bruihl","LAD","0","1","0","8","0","8.0","6.75","1.13","1.13",".190","53.6%","28.6%","11.1%","","3.38","","3.98","3.88","0.1","23779"
"Seth Lugo","NYM","0","1","2","11","0","10.1","8.71","3.48","0.87",".310","79.4%","48.3%","10.0%","94.7","3.48","","3.59","3.64","0.1","12447"
"Darren O'Day","ATL","1","0","0","8","0","6.2","9.45","1.35","1.35",".188","83.3%","47.1%","14.3%","86.1","2.70","","3.40","2.88","0.1","3321"
"Ron Marinaccio","NYY","0","0","0","4","0","4.0","13.50","4.50","0.00",".500","44.4%","50.0%","0.0%","94.2","11.25","","2.35","3.71","0.0","23488"
"Jake Cousins","MIL","2","1","0","8","0","8.0","14.63","5.63","1.13",".389","79.4%","52.6%","14.3%","","4.50","","3.73","3.29","0.0","21620"
"Ty Blach","COL","1","0","1","6","0","11.1","4.76","2.38","0.79",".316","54.8%","50.0%","7.1%","91.5","6.35","","3.99","4.52","0.0","14361"
"Daniel Castano","MIA","0","0","0","2","0","2.0","9.00","0.00","0.00",".500","100.0%","50.0%","0.0%","92.9","0.00","","1.10","1.78","0.0","19805"
"Adonis Medina","NYM","0","0","0","1","0","1.0","27.00","0.00","0.00",".000","100.0%","0.0%","0.0%","94.3","0.00","","-2.90","-2.90","0.0","19903"
"Jarlin Garcia","SFG","1","1","0","8","0","7.1","8.59","6.14","0.00",".222","77.8%","50.0%","0.0%","93.1","0.00","","3.24","4.35","0.0","18282"
"Spenser Watkins","BAL","0","0","0","4","4","17.2","4.08","4.08","1.02",".211","74.3%","52.5%","11.1%","92.8","2.55","","5.20","5.11","0.0","17489"
"John King","TEX","1","0","0","11","0","10.2","7.59","5.06","0.00",".290","81.3%","63.3%","0.0%","","2.53","","3.39","4.28","0.0","22051"
"Joe Jimenez","DET","1","0","0","10","0","9.1","10.61","4.82","0.96",".320","71.4%","36.0%","8.3%","95.8","4.82","","3.75","4.10","0.0","15761"
"Wyatt Mills","SEA","0","0","0","3","0","5.0","5.40","0.00","0.00",".200","75.0%","26.7%","0.0%","92.8","1.80","","2.50","4.41","0.0","20010"
"Hunter Harvey","WSN","0","0","0","4","0","2.2","10.13","3.38","0.00",".200","100.0%","60.0%","0.0%","97.0","0.00","","1.98","3.00","0.0","15507"
"Phillips Valdez","BOS","0","1","0","8","0","10.1","9.58","3.48","0.00",".240","53.3%","52.0%","0.0%","","6.10","","3.59","4.51","0.0","15605"
"JT Chargois","TBR","0","0","0","1","0","0.2","13.50","0.00","0.00",".000","100.0%","100.0%","0.0%","","0.00","","0.10","0.10","0.0","13767"
"Anderson Severino","CHW","0","0","0","6","0","7.1","11.05","4.91","0.00",".368","61.5%","63.2%","0.0%","96.6","6.14","","3.10","4.03","0.0","20582"
"Luis Garcia","HOU","1","1","0","4","4","21.2","7.89","2.08","2.08",".200","80.0%","30.0%","13.9%","94.5","4.15","","5.18","4.44","0.0","23735"
"Cole Irvin","OAK","2","1","0","5","5","27.2","5.86","2.28","1.30",".253","87.6%","49.4%","13.3%","91.8","2.93","","4.55","4.14","0.0","19244"
"Archie Bradley","LAA","0","0","1","8","0","8.2","7.27","2.08","1.04",".280","34.9%","46.2%","11.1%","94.1","7.27","","3.68","3.59","0.0","12918"
"Jimmy Lambert","CHW","0","2","0","2","2","6.2","8.10","4.05","1.35",".286","69.8%","45.5%","12.5%","93.5","5.40","","4.60","4.28","0.0","19541"
"Louis Head","MIA","0","0","1","9","0","8.2","7.27","5.19","0.00",".217","100.0%","43.5%","0.0%","93.3","0.00","","3.57","4.98","0.0","13259"
"Jose Urquidy","HOU","2","1","0","4","4","19.2","5.95","1.37","1.83",".323","68.4%","29.4%","11.8%","94.0","5.95","","5.04","4.74","0.0","18413"
"JT Brubaker","PIT","0","2","0","5","5","20.1","9.30","5.31","1.33",".276","52.2%","34.4%","10.3%","93.4","6.20","","4.73","4.75","0.0","17578"
"Steven Wilson","SDP","2","0","0","11","0","11.0","12.27","3.27","1.64",".227","85.4%","26.1%","18.2%","95.3","3.27","","3.83","2.83","0.0","20353"
"Packy Naughton","STL","0","0","0","2","0","2.1","3.86","0.00","0.00",".375","100.0%","50.0%","0.0%","91.9","0.00","","2.25","2.83","0.0","23292"
"JP Sears","NYY","1","0","0","2","0","2.0","9.00","4.50","0.00",".333","100.0%","33.3%","0.0%","94.4","0.00","","2.60","4.64","0.0","23429"
"Cole Sands","MIN","0","0","0","1","0","2.0","9.00","0.00","0.00",".429","33.3%","42.9%","0.0%","93.0","9.00","","1.10","2.46","0.0","21461"
"Nabil Crismatt","SDP","1","0","0","6","1","11.2","6.94","6.17","0.00",".194","80.0%","67.7%","0.0%","90.2","2.31","","3.88","4.46","0.0","17732"
"Jeurys Familia","PHI","0","0","0","9","0","7.2","10.57","4.70","1.17",".333","75.5%","45.5%","11.1%","96.1","3.52","","4.02","3.92","0.0","5114"
"Madison Bumgarner","ARI","1","1","0","6","6","24.0","5.63","4.13","1.13",".188","87.7%","37.1%","9.1%","91.0","1.50","","4.85","5.10","0.0","5524"
"Jon Gray","TEX","0","1","0","3","3","12.0","8.25","3.00","1.50",".273","45.5%","45.7%","20.0%","95.0","7.50","","4.69","3.65","0.0","14916"
"Wandy Peralta","NYY","0","0","0","8","0","8.1","4.32","4.32","0.00",".269","81.8%","48.0%","0.0%","94.8","2.16","","3.58","4.89","0.0","14295"
"Joey Krehbiel","BAL","1","3","0","11","0","11.0","7.36","4.09","0.82",".219","51.7%","54.5%","10.0%","94.4","3.27","","4.01","4.07","0.0","13707"
"Zach Plesac","CLE","1","3","0","5","5","26.1","5.47","2.73","1.37",".287","66.9%","35.6%","11.1%","91.3","4.44","","4.78","4.66","0.0","19979"
