"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Jonathan Davis","MIL","7","22","0","1","1","1","13.6%","31.8%",".000",".417",".263",".364",".263",".295","","86","0.3","0.0","0.1","0.1","15104"
"Kyle Isbel","KCR","40","108","2","10","10","2","2.8%","23.1%",".117",".273",".223",".250",".340",".257","","63","-0.6","-5.1","2.6","0.1","21614"
"Miguel Andujar","NYY","12","43","0","4","3","3","2.3%","16.3%",".049",".314",".268",".279",".317",".260","","68","0.9","-0.7","0.1","0.1","15878"
"Wil Myers","SDP","32","134","1","13","19","0","6.0%","28.4%",".073",".322",".234",".276",".306",".255","","65","1.8","-3.9","-0.1","0.1","10047"
"Adalberto Mondesi","KCR","15","54","0","3","3","5","7.4%","37.0%",".000",".233",".140",".204",".140",".166","","-2","1.0","-5.2","4.2","0.1","13769"
"Dustin Garneau","DET","8","11","0","1","1","0","9.1%","36.4%",".100",".500",".300",".364",".400",".338","","122","0.0","0.3","0.1","0.1","9433"
"Michael Chavis","PIT","66","219","8","22","25","1","5.5%","28.3%",".173",".304",".243",".288",".416",".302","","93","-0.7","-2.4","-4.5","0.1","17321"
"Tony Kemp","OAK","72","278","2","25","12","5","8.6%","14.0%",".062",".249",".218",".298",".280",".265","","75","1.1","-6.9","-1.1","0.1","14894"
"Liover Peguero","PIT","1","4","0","0","0","0","25.0%","50.0%",".000","1.000",".333",".500",".333",".394","","155","0.0","0.3","0.2","0.1","24273"
"Dairon Blanco","KCR","5","7","0","1","2","1","0.0%","57.1%",".000",".667",".286",".286",".286",".253","","60","0.0","-0.3","0.7","0.1","19779"
"Eric Haase","DET","43","129","5","16","15","0","6.2%","26.4%",".174",".256",".215",".264",".388",".284","","84","-1.5","-3.8","0.3","0.1","14111"
"Dillon Thomas","LAA","1","4","0","1","0","0","25.0%","25.0%",".000",".000",".000",".500",".000",".353","","133","0.1","0.2","0.2","0.1","12719"
"Yolmer Sanchez","BOS","1","3","0","0","0","0","33.3%","0.0%",".000",".000",".000",".500",".000",".345","","123","0.0","0.1","0.4","0.1","11602"
"Yairo Munoz","PHI","10","24","2","4","3","1","12.5%","16.7%",".286",".133",".190",".292",".476",".332","","111","0.3","0.7","-1.0","0.1","16313"
"Rob Brantly","NYY","1","3","0","0","0","0","0.0%","0.0%",".333",".333",".333",".333",".667",".420","","182","0.0","0.3","0.1","0.0","10655"
"Evan Phillips","LAD","29","1","0","0","0","0","100.0%","0.0%",".000",".000",".000","1.000",".000",".690","","355","0.0","0.3","0.1","0.0","17734"
"Ildemaro Vargas","CHC","10","26","1","4","4","0","11.5%","7.7%",".217",".100",".130",".231",".348",".255","","59","0.4","-0.9","0.4","0.0","13324"
"Richie Martin","BAL","12","30","0","4","3","3","6.7%","30.0%",".143",".263",".179",".233",".321",".241","","52","-0.1","-1.8","1.3","0.0","17736"
"Payton Henry","MIA","15","35","0","2","4","0","14.3%","22.9%",".000",".200",".143",".314",".143",".241","","55","0.1","-1.8","1.0","0.0","22164"
"Tyler Heineman","- - -","33","90","0","9","4","1","5.6%","12.2%",".049",".225",".195",".250",".244",".225","","42","0.1","-6.1","3.4","0.0","13897"
"Buddy Kennedy","ARI","10","34","1","5","8","0","8.8%","29.4%",".207",".211",".172",".265",".379",".279","","75","-0.2","-1.2","0.4","0.0","22505"
"Sandy Leon","CLE","3","7","0","0","0","0","42.9%","14.3%",".000",".000",".000",".429",".000",".296","","92","0.0","-0.1","0.2","0.0","5273"
"Josh VanMeter","PIT","39","123","3","11","10","2","7.3%","22.0%",".133",".250",".212",".268",".345",".270","","71","0.9","-3.3","-0.6","0.0","15170"
"Colin Moran","CIN","37","117","4","8","22","0","12.0%","23.1%",".150",".236",".210",".299",".360",".291","","80","-0.5","-3.3","-0.4","0.0","16909"
"Marcus Wilson","SEA","1","1","0","0","0","0","100.0%","0.0%",".000",".000",".000","1.000",".000",".690","","377","0.0","0.3","0.0","0.0","17910"
"Jake Hager","ARI","22","55","0","3","3","0","14.5%","29.1%",".022",".367",".239",".352",".261",".289","","82","0.2","-1.0","-0.6","0.0","12198"
"Alec Bohm","PHI","74","300","4","36","27","1","5.0%","20.7%",".094",".317",".263",".297",".356",".285","","80","-0.5","-7.7","-2.5","0.0","21618"
"Grayson Greiner","ARI","2","8","0","0","0","0","25.0%","37.5%",".000",".333",".167",".375",".167",".283","","78","0.0","-0.2","0.2","0.0","17062"
"Jake Marisnick","PIT","22","52","0","5","1","1","3.8%","25.0%",".041",".222",".163",".196",".204",".181","","12","-0.1","-5.6","4.0","0.0","11339"
"Jaylin Davis","BOS","2","4","0","0","0","0","0.0%","50.0%",".000","1.000",".500",".500",".500",".442","","192","0.0","0.4","-0.3","0.0","19552"
"Jose Godoy","MIN","2","5","0","2","0","0","40.0%","40.0%",".000",".000",".000",".400",".000",".276","","79","0.1","0.0","0.0","0.0","15808"
"Vinny Capra","TOR","8","7","0","2","0","0","28.6%","14.3%",".000",".250",".200",".429",".200",".324","","108","-0.1","0.0","0.0","0.0","25040"
"Matt Duffy","LAA","45","143","0","7","5","0","6.3%","21.0%",".030",".337",".261",".308",".291",".271","","74","0.1","-4.0","-0.3","0.0","13836"
"Luke Maile","CLE","28","77","0","8","5","0","10.4%","26.0%",".090",".245",".179",".260",".269",".239","","52","-0.6","-4.8","2.5","0.0","13355"
"Khalil Lee","NYM","2","2","1","1","3","0","0.0%","0.0%","1.500",".000",".500",".500","2.000","1.033","","589","0.0","1.2","-1.1","0.0","19952"
"Nick Solak","TEX","26","75","2","11","3","3","6.7%","22.7%",".104",".250",".209",".293",".313",".277","","80","0.7","-1.0","-1.2","0.0","19294"
"JT Riddle","CIN","2","4","0","0","0","0","0.0%","25.0%",".000",".333",".250",".250",".250",".221","","33","0.1","-0.2","0.2","0.0","17642"
"Jonathan Aranda","TBR","2","3","0","0","1","0","0.0%","0.0%",".000",".667",".667",".667",".667",".590","","307","0.0","0.7","-0.7","0.0","21837"
"Roman Quinn","PHI","23","40","0","8","3","4","7.5%","37.5%",".027",".273",".162",".225",".189",".194","","18","1.0","-2.9","1.6","0.0","13546"
"Alejo Lopez","CIN","30","69","0","6","1","2","8.7%","14.5%",".033",".294",".246",".333",".279",".284","","75","0.0","-2.0","-0.3","0.0","21127"
"Yadier Molina","STL","40","138","2","10","10","1","1.4%","16.7%",".081",".243",".213",".225",".294",".227","","46","-2.6","-11.5","6.8","0.0","7007"
"Jerar Encarnacion","MIA","2","8","1","2","4","1","0.0%","12.5%",".375",".000",".125",".125",".500",".258","","67","0.2","-0.1","-0.1","0.0","21871"
"Pavin Smith","ARI","65","241","9","20","31","1","10.4%","26.1%",".155",".245",".207",".290",".362",".288","","81","0.6","-4.9","-3.4","0.0","19892"
"Canaan Smith-Njigba","PIT","3","7","0","1","0","0","14.3%","0.0%",".200",".200",".200",".429",".400",".382","","147","-0.2","0.2","-0.4","0.0","23264"
"Steven Duggar","- - -","14","44","0","3","4","4","4.5%","40.9%",".073",".375",".220",".250",".293",".238","","53","1.0","-1.5","0.0","0.0","17719"
"Tommy Hunter","NYM","3","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","1157"
"Matt Bush","TEX","30","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","1246"
"Adam Ottavino","NYM","31","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","1247"
"Oliver Perez","ARI","7","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","1514"
"Sean Doolittle","WSN","6","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","1581"
"Matt Moore","TEX","24","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","1890"
"Zack Greinke","KCR","12","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","1943"
"Clayton Kershaw","LAD","9","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","2036"
"Adam Wainwright","STL","15","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","2233"
"Corey Kluber","TBR","14","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","2429"
"Lance Lynn","CHW","3","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","2520"
"Jhoulys Chacin","COL","26","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","2608"
"Ross Detwiler","CIN","14","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","2859"
"Kenley Jansen","ATL","32","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","3096"
"Max Scherzer","NYM","8","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","3137"
"David Price","LAD","19","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","3184"
"T.J. McFarland","STL","24","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","3237"
"Joe Smith","MIN","28","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","3281"
"Darren O'Day","ATL","23","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","3321"
"Liam Hendriks","CHW","25","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","3548"
"Mark Melancon","ARI","30","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","4264"
"Justin Wilson","CIN","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","4301"
"Charlie Morton","ATL","15","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","4676"
"Rich Hill","BOS","14","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","4806"
"Jake Diekman","BOS","30","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5003"
"Anthony Gose","CLE","21","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5097"
"Jeurys Familia","PHI","29","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5114"
"Jose Alvarez","SFG","21","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5358"
"Manny Banuelos","NYY","4","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5365"
"Michael Pineda","DET","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5372"
"Pedro Baez","HOU","3","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5420"
"Jesse Chavez","- - -","25","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5448"
"Arodys Vizcaino","KCR","7","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5498"
"Madison Bumgarner","ARI","16","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5524"
"Ryan Brasier","BOS","31","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5615"
"David Phelps","TOR","33","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6316"
"Chris Archer","MIN","15","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6345"
"Jake Odorizzi","HOU","7","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6397"
"Trevor May","NYM","8","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6398"
"Steve Cishek","WSN","32","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6483"
"Alex Cobb","SFG","10","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6562"
"Carlos Carrasco","NYM","15","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6632"
"Craig Kimbrel","LAD","26","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6655"
"Alex Colome","COL","29","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6661"
"Johnny Cueto","CHW","9","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6893"
"Martin Perez","TEX","15","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6902"
"Luis Garcia","SDP","31","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6984"
"Ian Kennedy","ARI","31","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6986"
"Ryan Pressly","HOU","24","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7005"
"Daniel Bard","COL","28","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7115"
"Daniel Hudson","LAD","25","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7146"
"Greg Holland","TEX","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7196"
"Craig Stammen","SDP","24","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7274"
"Collin McHugh","ATL","25","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7531"
"Jake McGee","SFG","22","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7550"
"Jordan Lyles","BAL","15","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7593"
"Tommy Milone","SEA","3","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7608"
"Wily Peralta","DET","21","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7738"
"Richard Bleier","MIA","24","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7803"
"Hunter Strickland","CIN","28","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7836"
"Anthony Bass","MIA","32","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7982"
"Will Smith","ATL","33","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","8048"
"Bryan Shaw","CLE","32","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","8110"
"Paolo Espino","WSN","24","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","8246"
"Lucas Luetge","NYY","26","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","8337"
"Justin Verlander","HOU","15","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","8700"
"Wade Miley","CHC","4","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","8779"
"Cesar Valdez","LAA","1","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","9013"
"Brad Hand","PHI","31","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","9111"
"Nathan Eovaldi","BOS","12","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","9132"
"Patrick Corbin","WSN","16","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","9323"
"Dallas Keuchel","- - -","9","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","9434"
"Brian Moran","LAA","1","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","9646"
"Joe Kelly","CHW","11","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","9761"
"Garrett Richards","TEX","19","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","9784"
"Miles Mikolas","STL","15","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","9803"
"Sergio Romo","SEA","17","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","9817"
"Mike Minor","CIN","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10021"
"Tyler Matzek","ATL","13","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10058"
"Brooks Raley","TBR","27","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10061"
"Caleb Thielbar","MIN","32","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10078"
"Kyle Gibson","PHI","15","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10123"
"Stephen Strasburg","WSN","1","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10131"
"Brad Boxberger","MIL","30","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10133"
"Ryan Weber","NYY","1","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10160"
"Aroldis Chapman","NYY","17","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10233"
"Ryan Tepera","LAA","32","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10291"
"Zack Wheeler","PHI","14","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10310"
"Erasmo Ramirez","WSN","26","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10314"
"Juan Minaya","MIN","4","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10341"
"Aaron Loup","LAA","32","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10343"
"Robbie Erlin","LAD","2","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10354"
"Mychal Givens","CHC","29","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10430"
"Andrew Bellatti","PHI","28","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10657"
"Tyler Thornburg","- - -","14","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10688"
"Drew Hutchison","DET","12","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10732"
"Shane Greene","LAD","1","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10756"
"Adam Kolarek","OAK","15","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10843"
"Chasen Shreve","NYM","24","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","10855"
"Casey Lawrence","TOR","3","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11121"
"Merrill Kelly","ARI","15","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11156"
"Vince Velasquez","CHW","12","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11189"
"Tommy Kahnle","LAD","4","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11384"
"Jose Quintana","PIT","15","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11423"
"Robbie Ray","SEA","16","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11486"
"Joely Rodriguez","NYM","28","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11487"
"Aaron Sanchez","WSN","7","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11490"
"Jose Urena","MIL","4","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11589"
"Heath Hembree","PIT","20","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11632"
"Jameson Taillon","NYY","15","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11674"
"Justin Grimm","OAK","15","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11720"
"Drew Smyly","CHC","9","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11760"
"Noah Syndergaard","LAA","12","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11762"
"Hansel Robles","BOS","24","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11801"
"Hector Neris","HOU","35","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11804"
"Taijuan Walker","NYM","13","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11836"
"Chris Martin","CHC","26","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11847"
"Jason Adam","TBR","33","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","11861"
"Kyle Hendricks","CHC","15","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","12049"
"Yimi Garcia","TOR","28","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","12095"
"Parker Markel","OAK","3","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","12106"
"Domingo Tapia","OAK","3","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","12178"
"Aaron Brooks","STL","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","12272"
"Chris Bassitt","NYM","15","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","12304"
"Jacob Barnes","DET","22","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","12323"
"Spencer Patton","TEX","7","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","12361"
"Seth Lugo","NYM","28","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","12447"
"Blake Treinen","LAD","3","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","12572"
"Jerad Eickhoff","PIT","1","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","12664"
"Roenis Elias","SEA","7","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","12673"
"Adrian Houser","MIL","15","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","12718"
"Nick Martinez","SDP","14","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","12730"
"Rafael Montero","HOU","32","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","12760"
"Sonny Gray","MIN","10","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","12768"
"John Brebbia","SFG","35","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","12777"
"Michael Kelly","PHI","2","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","12791"
"Noe Ramirez","ARI","35","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","12800"
"Matt Wisler","TBR","32","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","12804"
