"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"John King","TEX","28","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22051"
"Aaron Fletcher","PIT","8","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22052"
"Kyle Tyler","SDP","2","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22092"
"Max Kranick","PIT","2","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22175"
"Hunter Greene","CIN","15","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22182"
"MacKenzie Gore","SDP","12","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22201"
"Jon Heasley","KCR","9","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22224"
"Logan Gilbert","SEA","16","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22250"
"Shane Baz","TBR","4","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22264"
"Tarik Skubal","DET","15","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22267"
"Dylan Coleman","KCR","32","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22276"
"Trevor Rogers","MIA","14","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22286"
"Matthew Liberatore","STL","4","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22294"
"Joe Barlow","TEX","25","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22296"
"Angel De Jesus","DET","1","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22323"
"Colin Holderman","NYM","10","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22361"
"Josh Winckowski","BOS","4","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22387"
"Logan Gillaspie","BAL","11","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22461"
"Johan Oviedo","STL","7","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22487"
"Carlos Hernandez","KCR","7","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22713"
"Roansy Contreras","PIT","10","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22810"
"Luis Patino","TBR","1","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22815"
"Francisco Morales","PHI","2","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22913"
"Joan Adon","WSN","13","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22925"
"Michael Grove","LAD","2","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","23221"
"Spencer Howard","TEX","3","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","23252"
"Packy Naughton","STL","10","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","23292"
"Janson Junk","LAA","1","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","23301"
"Collin Snider","KCR","27","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","23307"
"Damon Jones","PHI","4","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","23310"
"Beau Sulser","- - -","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","23420"
"Jared Solomon","CIN","8","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","23425"
"JP Sears","NYY","4","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","23429"
"Brandon Hughes","CHC","15","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","23460"
"Tommy Romero","TBR","2","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","23465"
"Ron Marinaccio","NYY","16","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","23488"
"Nicklaus Snyder","TEX","2","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","23493"
"Aaron Ashby","MIL","14","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","23550"
"Luis Garcia","HOU","14","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","23735"
"Justin Bruihl","LAD","18","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","23779"
"Ryan Weathers","SDP","1","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","23796"
"Ray Kerr","SDP","6","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","23809"
"Josiah Gray","WSN","14","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","24580"
"Kyle Bradish","BAL","10","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","24586"
"Josh Winder","MIN","8","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","24606"
"Ethan Roberts","CHC","9","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","24930"
"Andrew Wantz","LAA","12","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","24933"
"Austin Warren","LAA","9","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","24937"
"Evan Lee","WSN","4","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","24988"
"Alex Vesia","LAD","31","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","25007"
"William Woods","ATL","2","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","25075"
"Cam Alldred","PIT","1","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","25078"
"Penn Murfee","SEA","28","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","25174"
"Brady Singer","KCR","11","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","25377"
"Sammy Long","SFG","16","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","25379"
"Drew Rasmussen","TBR","12","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","25385"
"George Kirby","SEA","10","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","25436"
"Matt Brash","SEA","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","25756"
"Yennier Cano","MIN","9","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","25911"
"Zack Thompson","STL","6","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","25918"
"Beau Brieske","DET","12","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","26079"
"Neil Pallante","STL","23","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","26108"
"Caleb Kilian","CHC","3","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","26213"
"Ryan Pepiot","LAD","3","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","26221"
"Tyler Holton","ARI","2","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","26231"
"Ethan Small","MIL","1","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","26364"
"Nick Lodolo","CIN","3","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","26378"
"Alek Manoah","TOR","15","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","26410"
"Reid Detmers","LAA","12","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","27468"
"Spencer Strider","ATL","17","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","27498"
"Hirokazu Sawamura","BOS","27","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","27515"
"Jared Koenig","OAK","4","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","27517"
"Graham Ashcraft","CIN","8","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","27552"
"Bryce Elder","ATL","4","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","27779"
"Chase Silseth","LAA","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","30074"
"Robert Suarez","SDP","22","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","30115"
"Aramis Garcia","CIN","42","109","1","5","4","0","2.8%","28.4%",".049",".300",".216",".252",".265",".233","","41","-1.8","-9.5","5.6","0.0","16925"
"Tim Locastro","NYY","15","15","1","8","2","4","13.3%","26.7%",".231",".250",".231",".333",".462",".348","","130","0.8","1.3","-1.8","0.0","15124"
"David MacKinnon","LAA","9","22","0","0","4","0","18.2%","13.6%",".000",".267",".235",".364",".235",".286","","85","0.0","-0.4","-0.3","0.0","19625"
"Pablo Reyes","MIL","4","15","0","1","0","0","6.7%","13.3%",".000",".333",".286",".333",".286",".282","","77","0.1","-0.3","-0.2","0.0","16357"
"Jose Herrera","ARI","34","92","0","6","4","0","6.5%","30.4%",".024",".286",".190",".244",".214",".212","","30","0.4","-7.3","4.0","0.0","17040"
"Harold Castro","DET","49","166","4","18","17","0","2.4%","18.1%",".152",".320",".278",".299",".430",".315","","106","-1.1","0.0","-5.2","0.0","14691"
"Brandon Belt","SFG","38","157","5","17","12","1","14.6%","28.0%",".154",".280",".215",".344",".369",".320","","107","-0.8","0.6","-6.1","0.0","10264"
"Mickey McDonald","OAK","4","6","0","0","0","0","33.3%","50.0%",".000",".000",".000",".333",".000",".230","","50","0.0","-0.3","0.1","0.0","20533"
"Joe Perez","HOU","1","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.2","0.1","0.0","22254"
"Jason Delay","PIT","1","3","0","0","0","0","33.3%","0.0%",".000",".000",".000",".333",".000",".230","","45","-0.1","-0.3","0.1","0.0","19806"
"David Robertson","CHC","26","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","8241"
"Jose Alvarado","PHI","25","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","17780"
"Simon Muzziotti","PHI","9","9","0","0","0","0","0.0%","22.2%",".000",".200",".143",".250",".143",".201","","23","-0.1","-0.9","0.5","0.0","19553"
"Mitch Haniger","SEA","9","36","3","3","7","0","2.8%","25.0%",".286",".174",".200",".222",".486",".300","","100","-0.4","-0.4","-0.8","0.0","14274"
"Jake Meyers","HOU","6","21","0","1","1","0","0.0%","42.9%",".048",".417",".238",".238",".286",".229","","47","0.0","-1.3","0.5","0.0","20308"
"Darin Ruf","SFG","65","246","6","34","26","2","13.4%","26.4%",".120",".288",".220",".333",".340",".306","","98","0.2","-0.3","-8.4","0.0","9929"
"Mark Mathias","MIL","6","17","1","2","4","1","0.0%","23.5%",".188",".083",".125",".118",".313",".174","","5","0.3","-1.6","0.9","0.0","18032"
"Matt Vierling","PHI","40","106","3","15","9","2","8.5%","19.8%",".137",".278",".242",".311",".379",".305","","93","-1.5","-2.4","-1.4","0.0","21558"
"Jonah Bride","OAK","12","44","0","1","1","0","6.8%","6.8%",".024",".237",".220",".273",".244",".237","","55","-0.4","-2.7","1.2","0.0","24703"
"Austin Romine","LAA","3","9","0","0","0","0","0.0%","33.3%",".000",".400",".250",".250",".250",".221","","39","0.1","-0.5","0.1","0.0","5491"
"Luke Raley","TBR","2","8","0","1","1","0","0.0%","37.5%",".000",".250",".143",".250",".143",".201","","31","0.0","-0.6","0.2","0.0","19354"
"Geraldo Perdomo","ARI","67","228","2","22","14","1","12.7%","22.8%",".077",".262",".200",".310",".277",".273","","71","1.0","-6.9","-1.2","0.0","22799"
"Alex Jackson","MIL","5","12","0","0","0","0","0.0%","58.3%",".000",".600",".250",".250",".250",".221","","37","0.1","-0.8","0.2","0.0","17276"
"Vimael Machin","OAK","1","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.2","0.0","0.0","17684"
"Matt Thaiss","LAA","1","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.2","0.0","0.0","19318"
"Phil Gosselin","ATL","7","16","0","3","0","0","6.3%","31.3%",".000",".300",".200",".250",".200",".209","","28","0.0","-1.4","0.6","0.0","10953"
"Ka'ai Tom","SFG","1","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.2","0.0","0.0","18136"
"Yermin Mercedes","SFG","2","4","0","0","0","0","0.0%","50.0%",".000",".500",".250",".250",".250",".221","","41","0.0","-0.3","-0.1","0.0","17423"
"Reiver Sanmartin","CIN","11","2","0","0","0","0","0.0%","50.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.5","0.2","0.0","19754"
"Jose Azocar","SDP","60","117","0","11","7","3","6.8%","23.9%",".093",".321",".241",".291",".333",".275","","78","-1.9","-5.0","0.7","0.0","18821"
"Travis Jankowski","NYM","33","48","0","11","2","3","10.4%","14.6%",".000",".250",".209",".292",".209",".238","","55","0.5","-2.0","0.1","0.0","13768"
"Tyler O'Neill","STL","45","185","4","22","28","6","7.6%","29.2%",".120",".319",".241",".292",".361",".285","","85","-1.4","-4.7","-2.0","0.0","15711"
"Conner Capel","STL","3","4","0","0","0","0","0.0%","0.0%",".000",".250",".250",".250",".250",".221","","42","0.0","-0.3","-0.1","0.0","19983"
"Ender Inciarte","NYM","2","5","0","0","0","0","0.0%","0.0%",".000",".200",".200",".200",".200",".177","","15","0.0","-0.5","0.1","0.0","4922"
"Kurt Suzuki","LAA","26","88","2","7","9","0","11.4%","19.3%",".117",".241",".208",".307",".325",".287","","86","-0.9","-2.2","-0.8","0.0","8259"
"Jason Krizan","SFG","3","10","0","0","0","0","20.0%","30.0%",".000",".200",".125",".300",".125",".227","","45","0.2","-0.5","-0.2","0.0","12394"
"J.D. Davis","NYM","51","171","2","22","14","1","9.9%","30.4%",".101",".354",".243",".333",".345",".305","","101","-2.0","-1.8","-4.4","0.0","16219"
"Kevin Pillar","LAD","4","13","0","1","0","0","7.7%","30.8%",".083",".125",".083",".154",".167",".150","","-7","-0.3","-2.0","1.2","0.0","12434"
"Erik Gonzalez","MIA","16","41","0","4","3","1","9.8%","29.3%",".027",".280",".189",".268",".216",".228","","47","0.3","-2.3","0.6","0.0","13369"
"Whit Merrifield","KCR","74","332","3","36","32","11","6.9%","14.5%",".083",".256",".228",".277",".311",".261","","66","2.4","-10.5","-0.2","0.0","11281"
"Oneil Cruz","PIT","11","44","2","6","10","1","4.5%","31.8%",".214",".269",".214",".250",".429",".292","","86","-0.2","-0.9","-1.0","0.0","21711"
"Jarred Kelenic","SEA","30","96","3","10","10","4","9.4%","37.5%",".151",".188",".140",".219",".291",".228","","49","-0.3","-5.8","2.4","0.0","22558"
"Brewer Hicklen","KCR","2","2","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.5","0.0","0.0","20450"
"David Bote","CHC","5","17","0","4","0","0","11.8%","29.4%",".071",".444",".286",".412",".357",".354","","126","0.0","0.5","-1.5","0.0","14593"
"Andrew Velazquez","LAA","70","219","5","22","20","10","4.1%","32.0%",".103",".231",".172",".217",".276",".219","","38","1.6","-13.8","6.5","0.0","14196"
"Drew Jackson","OAK","3","3","0","0","0","0","0.0%","33.3%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.7","0.1","-0.1","17807"
"Vinnie Pasquantino","KCR","2","7","0","0","0","0","28.6%","0.0%",".000",".000",".000",".286",".000",".197","","21","0.0","-0.6","-0.1","-0.1","27676"
"Lenyn Sosa","CHW","4","13","0","2","0","0","7.7%","23.1%",".083",".111",".083",".154",".167",".150","","-10","0.0","-1.6","0.7","-0.1","22896"
"Chad Wallach","LAA","10","36","1","3","4","0","8.3%","19.4%",".125",".167",".156",".229",".281",".230","","45","-0.1","-2.3","0.7","-0.1","17161"
"Ivan Herrera","STL","10","18","0","0","1","0","11.1%","38.9%",".000",".250",".143",".235",".143",".185","","18","0.0","-1.8","0.6","-0.1","20599"
"Monte Harrison","LAA","4","5","0","2","0","0","20.0%","80.0%",".000",".000",".000",".200",".000",".138","","-20","0.0","-0.7","0.0","-0.1","17216"
"Connor Wong","BOS","2","7","0","0","1","0","0.0%","14.3%",".000",".167",".167",".143",".167",".126","","-32","0.1","-0.9","0.2","-0.1","19896"
"Zach McKinstry","LAD","6","7","1","1","2","0","0.0%","42.9%",".429",".000",".143",".143",".571",".295","","90","0.0","-0.1","-0.8","-0.1","19392"
"Rougned Odor","BAL","66","226","7","25","29","0","5.8%","25.2%",".184",".234",".198",".257",".382",".277","","78","0.0","-5.6","-2.0","-0.1","12282"
"Mike Moustakas","CIN","51","194","3","22","16","2","10.3%","20.6%",".102",".270",".222",".320",".323",".292","","81","-0.5","-4.9","-2.4","-0.1","4892"
"D.J. Stewart","BAL","3","3","0","0","0","0","0.0%","66.7%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.7","0.0","-0.1","17766"
"David Fletcher","LAA","14","41","0","2","2","0","7.3%","4.9%",".105",".167",".158",".220",".263",".216","","35","-0.4","-3.4","1.5","-0.1","17992"
"Richie Palacios","CLE","33","77","0","5","10","1","5.2%","15.6%",".069",".311",".264",".299",".333",".279","","80","0.3","-1.4","-1.7","-0.1","24589"
"Jeter Downs","BOS","1","4","0","0","0","0","0.0%","75.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-1.0","0.2","-0.1","22202"
"Michael Papierski","- - -","7","16","0","2","0","0","6.3%","37.5%",".000",".333",".200",".250",".200",".209","","30","0.0","-1.3","0.1","-0.1","21386"
"Rene Pinto","TBR","11","32","1","1","3","0","0.0%","53.1%",".094",".286",".156",".156",".250",".175","","13","-0.2","-3.4","1.6","-0.1","19859"
"Patrick Mazeika","NYM","17","51","1","3","4","0","3.9%","11.8%",".125",".171",".167",".200",".292",".215","","40","0.0","-3.6","1.1","-0.1","18142"
"Ronnie Dawson","CIN","1","3","0","0","0","0","0.0%","66.7%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.8","-0.1","-0.1","19710"
"Bryan Lavastida","CLE","6","15","0","0","0","0","20.0%","26.7%",".000",".125",".083",".267",".083",".197","","22","-0.1","-1.4","0.2","-0.1","24765"
"Kramer Robertson","STL","2","1","0","0","1","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.2","-0.6","-0.1","20022"
"Clint Frazier","CHC","19","45","0","4","1","1","15.6%","24.4%",".081",".308",".216",".356",".297",".306","","94","0.0","-0.3","-2.2","-0.1","15983"
"Joey Votto","CIN","58","237","6","22","25","0","12.7%","24.9%",".174",".287",".224",".342",".398",".330","","106","-2.1","-0.4","-8.8","-0.1","4314"
"Manny Pina","ATL","5","17","0","1","2","0","5.9%","5.9%",".000",".143",".143",".235",".143",".187","","13","0.0","-1.8","0.2","-0.1","2829"
"Skye Bolt","OAK","1","4","0","0","0","0","0.0%","25.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-1.0","-0.1","-0.1","17723"
"Stephen Piscotty","OAK","17","59","1","5","5","2","10.2%","25.4%",".096",".306",".231",".322",".327",".288","","91","-0.5","-1.1","-1.7","-0.1","13367"
"Adam Haseley","CHW","8","21","0","1","1","0","9.5%","28.6%",".000",".333",".222",".300",".222",".246","","58","-0.1","-1.1","-0.5","-0.1","19878"
"Lewin Diaz","MIA","3","10","0","1","0","0","0.0%","50.0%",".100",".200",".100",".100",".200",".126","","-22","-0.1","-1.5","0.2","-0.1","18365"
"Dominic Smith","NYM","44","113","0","8","14","0","8.0%","24.8%",".071",".264",".194",".283",".265",".252","","65","0.7","-3.9","-1.0","-0.1","15653"
"Kyle Stowers","BAL","2","8","0","0","1","0","0.0%","50.0%",".143",".333",".143",".250",".286",".248","","57","-0.6","-1.0","-0.3","-0.1","26151"
"Austin Hedges","CLE","49","160","5","13","15","1","6.3%","25.0%",".111",".180",".160",".223",".271",".223","","41","-1.3","-12.0","6.0","-0.1","12976"
"Mike Ford","- - -","20","46","0","1","5","0","19.6%","30.4%",".028",".273",".167",".348",".194",".274","","81","-0.1","-1.1","-1.4","-0.1","15585"
"Mark Contreras","MIN","6","10","0","3","2","0","0.0%","30.0%",".000",".143",".111",".100",".111",".088","","-55","0.3","-1.4","0.1","-0.1","20122"
"Avisail Garcia","MIA","61","247","6","22","23","3","3.2%","27.9%",".107",".294",".227",".263",".335",".263","","70","-1.0","-9.7","0.1","-0.1","5760"
"Kevin Newman","PIT","14","52","0","4","8","1","7.7%","13.5%",".125",".293",".250",".308",".375",".300","","92","-0.8","-1.4","-1.5","-0.1","17696"
"Trayce Thompson","- - -","15","41","1","3","7","1","7.3%","43.9%",".105",".368",".211",".268",".316",".261","","68","-0.1","-1.7","-0.8","-0.1","9952"
"CJ Abrams","SDP","30","102","1","12","7","1","3.9%","19.6%",".077",".254",".209",".270",".286",".251","","62","0.2","-4.4","-0.2","-0.1","25768"
"Gabriel Arias","CLE","2","8","0","2","1","0","0.0%","37.5%",".000",".200",".125",".125",".125",".111","","-39","0.0","-1.3","-0.1","-0.1","22563"
"Tommy La Stella","SFG","30","106","2","11","11","0","3.8%","14.2%",".152",".298",".273",".302",".424",".312","","102","-0.4","-0.1","-4.8","-0.1","12371"
"Kody Clemens","DET","17","41","1","5","5","0","9.8%","24.4%",".111",".154",".139",".220",".250",".213","","34","0.2","-2.8","0.4","-0.1","20572"
"Jermaine Palacios","MIN","8","28","0","3","2","0","7.1%","25.0%",".000",".278",".208",".259",".208",".215","","35","0.1","-2.0","0.0","-0.1","18371"
"Nick Plummer","NYM","14","31","2","4","6","0","3.2%","38.7%",".241",".133",".138",".194",".379",".248","","62","0.2","-1.2","-1.1","-0.1","18690"
"Alfonso Rivas","CHC","49","148","3","16","22","3","10.8%","31.1%",".101",".317",".225",".311",".326",".284","","79","0.8","-2.9","-3.5","-0.1","21560"
"Cooper Hummel","ARI","41","120","2","10","9","2","15.8%","31.7%",".139",".262",".178",".308",".317",".286","","80","0.1","-2.8","-2.7","-0.1","19458"
"Maikel Franco","WSN","74","294","7","23","34","0","3.4%","19.4%",".128",".286",".249",".272",".377",".281","","77","-2.7","-10.8","-0.7","-0.1","12179"
"Kevin Smith","OAK","47","151","2","9","13","4","4.6%","27.8%",".122",".237",".180",".216",".302",".226","","47","-0.7","-9.7","3.7","-0.1","20242"
"Joey Gallo","NYY","63","217","9","24","18","1","13.4%","39.2%",".165",".234",".165",".276",".330",".275","","78","1.5","-3.8","-4.2","-0.1","14128"
"Tomas Nido","NYM","47","147","0","10","13","0","4.8%","29.3%",".022",".315",".216",".259",".239",".226","","48","-2.3","-11.5","5.0","-0.1","13755"
"J.J. Matijevic","HOU","10","20","2","2","2","0","0.0%","50.0%",".300",".000",".100",".100",".400",".207","","32","0.0","-1.5","-0.4","-0.1","20165"
"Stephen Vogt","OAK","20","58","3","7","4","0","8.6%","27.6%",".173",".182",".173",".259",".346",".270","","79","0.0","-1.4","-1.8","-0.1","5000"
"Nick Senzel","CIN","49","193","1","22","12","5","6.7%","19.2%",".047",".299",".240",".299",".287",".266","","63","-0.7","-9.1","1.1","-0.1","19293"
"Anthony Alford","PIT","2","4","0","0","0","0","0.0%","50.0%",".000",".500",".250",".250",".250",".221","","39","0.0","-0.3","-1.2","-0.1","14329"
"Austin Allen","OAK","5","16","0","1","0","0","6.3%","56.3%",".000",".200",".071",".188",".071",".144","","-11","-0.2","-2.2","0.3","-0.1","18083"
"Christian Lopes","OAK","4","10","0","0","0","0","10.0%","50.0%",".000",".000",".000",".100",".000",".069","","-64","0.1","-1.7","0.0","-0.1","13472"
"Andy Ibanez","TEX","40","128","1","13","9","3","7.0%","16.4%",".059",".258",".218",".273",".277",".249","","61","1.2","-4.5","-1.0","-0.2","18819"
"Steele Walker","TEX","5","16","1","1","1","0","12.5%","25.0%",".214",".000",".071",".188",".286",".215","","37","-0.1","-1.2","-0.7","-0.2","22093"
"Willie Calhoun","TEX","18","53","1","7","2","0","15.1%","11.3%",".136",".135",".136",".283",".273",".262","","69","-0.2","-2.1","-1.1","-0.2","17838"
"Alan Trejo","COL","11","40","1","6","6","0","2.5%","22.5%",".103",".276",".231",".250",".333",".255","","48","0.4","-2.1","-0.8","-0.2","20056"
"Jose Miranda","MIN","44","153","5","11","20","0","3.9%","20.9%",".178",".275",".240",".275",".418",".300","","95","-1.5","-2.3","-4.0","-0.2","20538"
